Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_country_of_citizenship,actor_occupation
Arthur Loft,21,M,1897-05-25,,/m/04cxryj,1,Q4799547,United States of America,['actor']
Ida Lupino,21,F,2/4/1918,,/m/02c7lt,1,Q148669,United Kingdom,"['film director', 'screenwriter', 'television actor', 'film actor', 'film producer', 'television director']"
Kay Francis,21,F,1/13/1905,,/m/02_wnq,1,Q268110,United States of America,"['actor', 'stage actor', 'film actor']"
"Noah Beery, Jr.",21,M,8/10/1913,,/m/05rms6,1,Q1361050,United States of America,"['actor', 'character actor', 'film actor', 'television actor']"
Agnes Moorehead,21,F,12/6/1900,,/m/01csrl,1,Q231221,United States of America,"['voice actor', 'film actor', 'stage actor', 'television actor', 'television presenter']"
Richard Jaeckel,21,M,10/10/1926,,/m/030jrr,1,Q1530639,United States of America,"['actor', 'television actor']"
Dennis Hoey,21,M,1893-03-30,,/m/05h5dlr,1,Q3023171,United Kingdom,"['actor', 'playwright', 'stage actor']"
Henry Daniell,21,M,1894-03-05,,/m/089bcy,1,Q1369906,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Sammy McKim,21,M,12/20/1924,,/m/02x2csl,1,Q3470883,Canada,['actor']
Virginia Mayo,20,F,11/30/1920,,/m/03y66q,1,Q232245,United States of America,"['film actor', 'television actor', 'stage actor']"
Stanley Ridges,20,M,1890-07-17,,/m/02qtzlf,1,Q3496859,United Kingdom,"['stage actor', 'film actor']"
Robert Ryan,20,M,11/11/1909,,/m/03xx3m,1,Q350680,United States of America,"['film actor', 'stage actor', 'television actor']"
Henry Stephenson,20,M,1871-04-16,,/m/0krskg,1,Q1607291,United Kingdom,"['stage actor', 'film actor']"
Red Skelton,20,M,7/18/1913,,/m/01t9qj_,1,Q1277029,United States of America,"['comedian', 'composer', 'painter', 'circus performer', 'singer', 'television actor', 'radio personality', 'film actor', 'screenwriter']"
William Wellman Jr.,20,M,1/20/1937,,/m/05pxprq,1,Q2054519,United States of America,"['screenwriter', 'film producer', 'television actor', 'film actor', 'actor']"
LeRoy Mason,20,M,7/2/1903,,/m/02w9y3v,1,Q3220136,United States of America,['actor']
Charles West,20,M,1885-11-30,,/m/03gr97h,1,Q738864,United States of America,"['actor', 'film actor']"
John Barrymore,20,M,1882-02-15,,/m/0ht_k,1,Q95034,United States of America,"['stage actor', 'film actor', 'actor', 'screenwriter']"
Barton MacLane,19,M,12/25/1902,,/m/06k743,1,Q577621,United States of America,"['screenwriter', 'rancher', 'playwright', 'film actor', 'television actor', 'stage actor']"
Betty Grable,19,F,12/18/1916,,/m/01ty7ll,1,Q233852,United States of America,"['singer', 'dancer', 'model', 'film actor', 'stage actor', 'television actor']"
John Payne,19,M,5/23/1912,,/m/05vfcj,1,Q723415,United States of America,"['singer', 'entrepreneur', 'screenwriter', 'stage actor', 'film actor', 'television actor', 'voice actor']"
Gene Tierney,19,F,11/19/1920,,/m/018sgr,1,Q230555,United States of America,"['actor', 'autobiographer', 'character actor', 'stage actor', 'television actor', 'film actor']"
Laraine Day,19,F,10/13/1920,,/m/08b8vd,1,Q466063,United States of America,"['television presenter', 'stage actor', 'television actor', 'writer', 'film actor', 'actor']"
Emma Dunn,19,F,1875-02-26,,/m/03cs3js,1,Q458513,United Kingdom,"['stage actor', 'film actor']"
Una O'Connor,19,F,1880-10-23,,/m/04ykv3,1,Q448534,Republic of Ireland,"['stage actor', 'film actor', 'television actor']"
Claire McDowell,19,F,1877-11-02,,/m/03c1x11,1,Q459580,United States of America,"['actor', 'film actor']"
Alan Mowbray,19,M,1896-08-18,,/m/05p3dw,1,Q1758264,United Kingdom,"['stage actor', 'film actor', 'television actor']"
Sydney Greenstreet,19,M,1879-12-27,,/m/01kgfy,1,Q656507,United Kingdom,"['character actor', 'stage actor', 'film actor', 'actor']"
Paul Newman,19,M,1/26/1925,/m/027n1m6,/m/0d6d2,1,Q41871,United States of America,"['film producer', 'television actor', 'film actor', 'film director', 'racing automobile driver', 'actor', 'entrepreneur', 'screenwriter', 'stage actor', 'voice actor']"
Slim Pickens,19,M,6/29/1919,,/m/0hn04,1,Q1277039,United States of America,"['circus performer', 'television actor', 'film actor', 'voice actor']"
R.G. Armstrong,19,M,4/7/1917,,/m/026ylcz,1,Q1399617,United States of America,"['stage actor', 'film actor', 'television actor', 'actor']"
John McIntire,19,M,6/27/1907,,/m/0781h4,1,Q1277934,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Fred Williamson,19,M,3/5/1938,/m/0x67,/m/03vrv9,1,Q1452569,United States of America,"['actor', 'film director', 'film actor', 'American football player', 'screenwriter', 'film producer']"
Monte Blue,19,M,1887-01-11,,/m/0dxdcm,1,Q1945758,United States of America,"['stage actor', 'film actor', 'actor']"
Jack Oakie,18,M,11/12/1903,,/m/04x946,1,Q545846,United States of America,"['comedian', 'film actor', 'television actor']"
Leslie Nielsen,18,M,2/11/1926,/m/0cnvdq1,/m/0fb7c,1,Q82786,Canada,"['television actor', 'film actor', 'comedian', 'film producer', 'voice actor']"
Charles Boyer,18,M,1899-08-28,,/m/0p9gg,1,Q105987,France,"['film actor', 'television producer', 'screenwriter', 'film producer', 'stage actor', 'actor', 'singer', 'television actor']"
Harry Woods,18,M,1889-05-05,,/m/02x28by,1,Q5673513,United States of America,['actor']
Kathleen Freeman,18,F,2/17/1919,,/m/06nrh1,1,Q272505,United States of America,"['actor', 'stage actor', 'television actor', 'film actor', 'voice actor', 'film producer']"
Lew Ayres,18,M,12/28/1908,,/m/01386m,1,Q444371,United States of America,"['actor', 'banjoist', 'film actor', 'television actor', 'film director']"
H. B. Warner,18,M,1875-10-26,,/m/04jxzf,1,Q1562547,United Kingdom,"['stage actor', 'film actor']"
Walter Kingsford,18,M,1882-09-20,,/m/03hg8jx,1,Q3280243,United Kingdom,"['actor', 'stage actor', 'film actor', 'television actor']"
Shelley Winters,18,F,8/18/1920,/m/041rx,/m/019l68,1,Q202144,United States of America,"['actor', 'film actor', 'stage actor', 'television actor', 'writer', 'autobiographer']"
Warren William,18,M,1894-12-02,,/m/08_pbl,1,Q950857,United States of America,"['stage actor', 'film actor']"
Mary Astor,18,F,5/3/1906,/m/063k3h,/m/02qhm3,1,Q232109,United States of America,"['novelist', 'stage actor', 'film actor', 'television actor', 'writer', 'actor']"
Edward G. Robinson,18,M,1893-12-12,/m/041rx,/m/017g2y,1,Q83812,Kingdom of Romania,"['film actor', 'art collector', 'character actor', 'stage actor', 'television actor']"
Kirk Douglas,18,M,12/9/1916,/m/09kr66,/m/0j582,1,Q104027,United States of America,"['film director', 'film producer', 'television actor', 'film actor', 'screenwriter', 'author', 'soldier', 'stage actor', 'actor']"
Jane Frazee,18,F,7/18/1918,,/m/04cyg9f,1,Q6152241,United States of America,"['actor', 'singer', 'dancer', 'stage actor', 'film actor']"
Eve Arden,18,F,4/30/1908,,/m/02tl9,1,Q255630,United States of America,"['film actor', 'television actor', 'stage actor']"
Elmer,18,M,,,/m/0gbmnd_,1,,,
William Bendix,18,M,1/14/1906,,/m/02l_n5,1,Q2005629,United States of America,"['comedian', 'film actor', 'television actor', 'screenwriter', 'actor']"
Anne Baxter,18,F,5/7/1923,,/m/019l3m,1,Q228906,United States of America,"['stage actor', 'film actor', 'television actor']"
Sara Haden,18,F,1899-11-17,,/m/0fjfvp,1,Q325661,United States of America,"['stage actor', 'film actor', 'television actor']"
Shirley MacLaine,17,F,4/24/1934,,/m/01w1kyf,1,Q95026,United States of America,"['film actor', 'dancer', 'musician', 'character actor', 'television actor', 'stage actor', 'screenwriter', 'singer', 'writer', 'film producer', 'film director']"
James Garner,17,M,4/7/1928,/m/07hwkr,/m/016kkx,1,Q108510,United States of America,"['actor', 'television actor', 'film actor', 'film producer', 'military personnel', 'television producer']"
Louis Calhern,17,M,1895-02-19,,/m/014kbz,1,Q573399,United States of America,"['actor', 'stage actor', 'film actor']"
Victor McLaglen,17,M,1886-12-10,,/m/0cbf0,1,Q329577,United Kingdom,"['actor', 'boxer', 'film actor', 'television actor']"
Ronald Reagan,17,M,2/6/1911,/m/07bch9,/m/06c0j,1,Q9960,United States of America,"['television actor', 'film actor', 'politician', 'autobiographer', 'character actor', 'screenwriter', 'military officer', 'actor', 'trade unionist', 'radio personality', 'statesperson', 'voice actor', 'diarist']"
Joe Flynn,17,M,11/8/1924,,/m/0cyjzn,1,Q713071,United States of America,"['stage actor', 'film actor', 'television actor', 'voice actor', 'actor']"
Jack Warden,17,M,9/18/1920,,/m/02wr6r,1,Q373968,United States of America,"['television actor', 'film actor', 'character actor', 'stage actor', 'boxer', 'actor']"
J. Carrol Naish,17,M,1896-01-21,/m/033tf_,/m/04f6fn,1,Q642876,United States of America,"['stage actor', 'film actor', 'television actor']"
Hattie McDaniel,17,F,1895-06-10,/m/0x67,/m/0mzhd,1,Q228904,United States of America,"['actor', 'singer-songwriter', 'composer', 'musician', 'television actor', 'film actor', 'comedian', 'fundraiser', 'philanthropist']"
Kathryn Grayson,17,F,2/9/1922,,/m/01wd_n5,1,Q234117,United States of America,"['singer', 'musician', 'opera singer', 'stage actor', 'film actor', 'television actor', 'musical theatre actor']"
Frederick Worlock,17,M,1886-12-14,,/m/0k1jvq,1,Q3087184,United Kingdom,"['stage actor', 'film actor', 'actor']"
Strother Martin,17,M,3/26/1919,,/m/021wjl,1,Q965482,United States of America,"['character actor', 'film actor', 'television actor']"
Bob Denver,17,M,1/9/1935,,/m/018hgr,1,Q747723,United States of America,['actor']
Red Buttons,17,M,2/5/1919,/m/041rx,/m/02_k_x,1,Q313198,United States of America,"['comedian', 'television actor', 'film actor']"
Maurice Chevalier,16,M,1888-09-12,,/m/01jqtg9,1,Q106001,France,"['actor', 'singer', 'musician', 'dancer', 'stage actor', 'film actor', 'lyricist', 'chansonnier']"
Gene Lockhart,16,M,1891-07-18,,/m/04qyk7,1,Q1370701,Canada,"['singer', 'music teacher', 'stage actor', 'film actor', 'lyricist', 'composer']"
Tom London,16,M,1889-08-24,,/m/03zrvd,1,Q7816621,United States of America,['actor']
John Gilbert,16,M,,,/m/0h8km99,1,,,
Dennis Morgan,16,M,12/20/1908,/m/06mvq,/m/0br9vt,1,Q956920,United States of America,"['actor', 'singer', 'film actor']"
Patrick Wayne,16,M,7/15/1939,,/m/0990gy,1,Q2001604,United States of America,"['actor', 'television actor', 'film actor']"
Mae Marsh,16,F,1894-11-09,,/m/0735gw,1,Q153332,United States of America,"['actor', 'film actor', 'television actor']"
Dawn Wells,16,F,10/18/1938,,/m/03815q,1,Q470007,United States of America,"['television actor', 'film actor', 'stage actor']"
Josephine Crowell,16,F,1859-01-11,,/m/03c397f,1,Q3138866,Canada,"['actor', 'film actor']"
William Frawley,16,M,1887-02-26,,/m/01m5lf,1,Q1290248,United States of America,"['television actor', 'singer', 'actor', 'character actor', 'screenwriter', 'film actor', 'stage actor']"
George Raft,16,M,9/26/1901,,/m/033hqf,1,Q436187,United States of America,"['actor', 'film actor', 'television actor', 'stage actor', 'dancer']"
Fred MacMurray,16,M,8/30/1908,,/m/0ly5n,1,Q356309,United States of America,"['stage actor', 'television actor', 'film actor', 'film producer']"
Greer Garson,16,F,9/29/1904,/m/07bch9,/m/0h1s0,1,Q182486,United Kingdom,"['actor', 'film actor', 'stage actor', 'television actor']"
Spottiswoode Aitken,16,M,1868-04-16,,/m/0krxq4,1,Q1230515,United Kingdom of Great Britain and Ireland,"['stage actor', 'film actor', 'actor']"
Tyrone Power,16,M,5/5/1914,/m/06v41q,/m/02s58t,1,Q309989,United States of America,"['actor', 'military officer', 'polo player', 'film actor']"
Robert Mitchum,16,M,8/6/1917,,/m/0m0hw,1,Q16472,United States of America,"['actor', 'singer', 'screenwriter', 'film actor', 'songwriter', 'television actor']"
Joan Leslie,16,F,1/26/1925,,/m/056jp0,1,Q260318,United States of America,"['actor', 'film actor', 'television actor']"
Warren Oates,16,M,7/5/1928,,/m/049tcm,1,Q709133,United States of America,"['film actor', 'rancher', 'television actor', 'stage actor']"
Bruce Cabot,15,M,4/20/1904,,/m/0445xn,1,Q373500,United States of America,"['actor', 'television actor', 'film actor']"
Grant Mitchell,15,M,1874-06-17,,/m/03c35wj,1,Q3115403,United States of America,"['actor', 'stage actor', 'film actor']"
George Zucco,15,M,1886-01-11,,/m/0dnp29,1,Q1508673,United Kingdom,"['stage actor', 'film actor', 'theatrical director']"
Keye Luke,15,M,6/18/1904,,/m/01y2rq,1,Q609316,United States of America,"['architect', 'painter', 'stage actor', 'film actor', 'voice actor', 'television actor']"
Van Heflin,15,M,12/13/1910,,/m/03bggl,1,Q350678,United States of America,"['character actor', 'stage actor', 'film actor']"
Virginia Grey,15,F,3/22/1917,,/m/03lmwp,1,Q273118,United States of America,"['actor', 'screenwriter', 'television actor', 'film actor']"
Ava Gardner,15,F,12/24/1922,/m/09lz9zx,/m/0btyl,1,Q164487,United States of America,"['actor', 'model', 'autobiographer', 'film actor', 'television actor']"
Paul Harvey,15,M,1882-09-10,,/m/03csbls,1,Q3371436,United States of America,['film actor']
Fay Wray,15,F,9/15/1907,,/m/02ysx,1,Q266694,Canada,"['film actor', 'actor', 'television actor']"
Hugh Herbert,15,M,1887-08-10,,/m/0f45yl,1,Q613705,United States of America,"['actor', 'screenwriter', 'film actor', 'film director']"
"Alan Hale, Jr.",15,M,3/8/1921,,/m/02qn4z,1,Q640093,United States of America,"['television actor', 'film actor', 'restaurateur', 'character actor', 'stage actor', 'actor']"
Robert Warwick,15,M,1878-10-09,,/m/07mw50,1,Q555672,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Jill Ireland,15,F,4/24/1936,,/m/05vy5j,1,Q175571,United Kingdom,"['film actor', 'actor', 'autobiographer']"
Katharine Hepburn,15,F,5/12/1907,,/m/0bw87,1,Q56016,United States of America,"['film actor', 'autobiographer', 'stage actor', 'television actor', 'actor']"
Martha Raye,15,F,8/27/1916,,/m/01ppr7_,1,Q435236,United States of America,"['actor', 'singer', 'stage actor', 'television actor', 'film actor']"
James Gleason,15,M,1882-05-23,,/m/04x9b0,1,Q726398,United States of America,"['screenwriter', 'stage actor', 'film actor', 'television actor', 'playwright', 'film producer', 'film director', 'actor']"
Natalie Schafer,15,F,11/5/1900,,/m/02g_b8,1,Q254588,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Russell Johnson,15,M,11/10/1924,,/m/03scp0,1,Q1387828,United States of America,"['television actor', 'film actor']"
Raymond Massey,15,M,1896-08-30,,/m/012j5h,1,Q531461,Canada,"['actor', 'screenwriter', 'film actor', 'stage actor']"
Lena Horne,15,F,6/30/1917,/m/0x67,/m/01n44c,1,Q112307,United States of America,"['actor', 'dancer', 'jazz musician', 'pin-up girl', 'musician', 'singer', 'stage actor', 'television actor', 'film actor', 'recording artist']"
Warner Oland,15,M,1879-10-03,,/m/0447ft,1,Q23957,United States of America,"['actor', 'film actor', 'stage actor', 'translator']"
John Hoyt,14,M,10/5/1905,,/m/081z2l,1,Q1700513,United States of America,"['screenwriter', 'teacher', 'stage actor', 'film actor', 'television actor', 'film producer', 'actor']"
Joey Zimmerman,14,M,6/10/1986,/m/041rx,/m/061wbb,1,Q328921,United States of America,"['stage actor', 'film actor', 'television actor', 'film director']"
Johnny Sheffield,14,M,4/11/1931,,/m/0310rp,1,Q962024,United States of America,"['actor', 'film actor']"
Pat Brady,14,M,12/31/1914,,/m/05zbj9,1,Q7143236,United States of America,"['actor', 'television actor']"
Frankie Darro,14,M,12/22/1917,,/m/06b2ht,1,Q1445069,United States of America,"['actor', 'film actor', 'voice actor']"
Judith Hoag,14,F,6/29/1968,,/m/0d4zb6,1,Q271866,United States of America,"['actor', 'stage actor', 'television actor', 'film actor']"
Ruby Keeler,14,F,8/25/1910,,/m/019wrj,1,Q272092,United States of America,"['actor', 'singer', 'dancer', 'film actor', 'television actor', 'stage actor']"
Richard Bakalyan,14,M,1/29/1931,,/m/02pj61d,1,Q3550929,United States of America,"['actor', 'television actor', 'voice actor']"
Jay C. Flippen,14,M,1899-03-06,,/m/06plnr,1,Q330847,United States of America,"['singer', 'radio personality', 'stage actor', 'film actor', 'television actor', 'actor']"
Gordon MacRae,13,M,3/12/1921,,/m/01m2gwz,1,Q1153004,United States of America,"['actor', 'singer', 'stage actor', 'film actor', 'television actor']"
Billy De Wolfe,13,M,2/18/1907,,/m/0279f4k,1,Q4912445,United States of America,"['actor', 'television actor', 'voice actor']"
Veronica Lake,13,F,11/14/1922,/m/033tf_,/m/01xm6k,1,Q84232,United States of America,"['actor', 'aircraft pilot', 'stage actor', 'television actor', 'model', 'film actor']"
Sally Payne,13,F,9/5/1912,,/m/043ntqz,1,Q7405250,United States of America,"['actor', 'stage actor', 'film actor']"
Steve McQueen,13,M,3/24/1930,/m/07bch9,/m/012cj0,1,Q159347,United States of America,"['actor', 'film actor', 'motorcycle rider', 'racing automobile driver', 'television actor', 'stage actor']"
Charles Drake,13,M,10/2/1917,,/m/02w8sd,1,Q957063,United States of America,"['actor', 'television actor', 'stage actor', 'film actor']"
Arthur Kennedy,13,M,2/17/1914,,/m/014kg4,1,Q351838,United States of America,"['stage actor', 'film actor', 'actor', 'television actor']"
