Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id,actor_description
Geetu Mohandas,7,F,1981,/m/04mvp8,/m/0h54_3,12,Q1106,chemical element with atomic number of 54 and heaviest stable noble gas
Ravindran,7,M,,/m/0dryh9k,/m/0gcbdlk,12,Q7296358,actor
Sona Nair,6,F,,,/m/0czf842,12,Q7560721,Indian actress
Zainuddin,6,M,1952-05-12,,/m/03d2czr,12,Q8064864,Indian actor
Vinaya Prasad,6,F,,,/m/09vr3_,12,Q3595283,Indian actress
Ganesh Kumar,6,M,1966-05-25,,/m/0cs_mcb,12,,
Madhupal,6,M,,/m/0dryh9k,/m/0gxqr1,12,Q6727497,Indian actor
Venu Nagavalli,5,M,1949-04-16,,/m/06zpdp6,12,Q7920468,Indian actor
Karthika,5,F,,,/m/02w00vv,12,Q277331,Indian actress
Nikita Thukral,4,F,1981-07-06,,/m/04n6dq5,12,Q7035116,Indian film actress and model
Paravoor Bharathan,4,M,,,/m/0cp09hg,12,Q7136284,Indian actor
Azeez,4,,,,/m/0k0hnz,12,Q5713186,"airport in North Carolina, United States of America"
Santha Devi,3,F,1927,,/m/0crh2wz,12,Q3595224,Indian actress
Bala,3,M,,,/m/0464gl1,12,Q4849657,Indian actor (1982-)
Meera Vasudevan,3,F,1982-01-29,/m/01rv7x,/m/09g9vpq,12,Q6807675,Indian film actress and model
Nellikode Bhaskaran,3,M,,,/m/0fqlpfh,12,Q6990170,Indian actor (1924-1988)
P. J. Antony,3,M,1925-01-01,,/m/03d5tgk,12,Q7117276,Indian actor
Thara Kalyan,3,F,,,/m/0gc4z6g,12,Q18389033,Indian actress
Bhanu,3,F,1990,/m/0dryh9k,/m/027r3yk,12,Q6933620,Indian actress
Mallika Kapoor,3,F,1985-04-25,,/m/0dcvkv,12,Q6744184,Indian actress
Undapakru,3,M,1974,,/m/03h0bdk,12,Q5616586,Indian actor
Bobby Kottarakkara,3,M,1945-03-11,,/m/05ms845,12,Q4935264,Indian actor
Suresh Krishna,3,M,1973-04-05,,/m/0fph9sg,12,Q7645754,"film Actor from Kerala, India"
Vineeth Sreenivasan,3,M,1982,,/m/07t38w,12,Q2051781,"Indian actor, producer, director, scriptwriter and singer"
Kunchan,3,M,,,/m/0g9h6y9,12,Q6444215,actor
Prem Kumar,3,M,,,/m/028bxp_,12,Q7240144,Indian actor (Malayalam)
Shruthi Lakshmi,3,F,,,/m/0gb_wfk,12,Q7586582,actress
Ganesh Venkatraman,3,M,1980-03-20,,/m/052zxgr,12,Q1007993,Indian actor
Baiju,3,,,,/m/0gblz7l,12,,
Kukku Parameshwaram,3,F,,,/m/0k7mxc,12,Q1810439,American band
Resmi Boban,3,F,,,/m/0gby2tl,12,,
Shamili,3,F,1987-07-10,/m/0dryh9k,/m/04ljrg9,12,Q1749475,actress
Hakim,3,M,,,/m/0gky2mr,12,Q5640490,Indian actor
Cheran,3,M,1970-12-12,,/m/07hdq5,12,Q3523441,Indian film director
Adoor Bhavani,3,F,1927,,/m/02r54_4,12,Q3595297,Indian actress
Mayumi Tanaka,258,F,1955-01-15,,/m/03q63p,13,Q241771,"Japanese actress, voice actress and narrator"
Ikue Otani,253,F,1965-08-18,,/m/03jmmn,13,Q233380,"Japanese actress, voice actress and narrator"
Masako Nozawa,231,F,1936-10-25,,/m/042gr4,13,Q259422,Japanese actress and voice actress
Jouji Yanami,222,M,1931-08-30,,/m/0k_pr0,13,Q2568004,"Japanese actor, voice actor and narrator"
Hiromi Tsuru,220,F,1960-03-29,,/m/01wrj68,13,Q2311628,"Japanese actress, voice actress and narrator"
Daisuke Gōri,208,M,1952-02-08,,/m/04f612,13,Q2280487,"Japanese actor, voice actor and narrator"
Toshio Furukawa,178,M,1946-07-16,,/m/0dt645q,13,Q517337,"Japanese actor, voice actor and narrator"
Megumi Hayashibara,176,F,1967-03-30,,/m/01kym3,13,Q266670,"Japanese voice actress, singer, radio personality (1967-)"
Naoki Tatsuta,170,M,1950-09-08,,/m/08zwfv,13,Q933540,Japanese voice actor
Akira Kamiya,168,M,1946-09-18,,/m/03q64h,13,Q418762,Japanese voice actor
Naoko Watanabe,153,F,1959-11-21,,/m/0g35x3,13,Q2462086,Japanese voice actress
Kappei Yamaguchi,151,M,1965-05-23,,/m/02v92l,13,Q355173,Japanese actor and voice actor
Eric Stuart,132,M,1967-10-18,,/m/07jf6t,13,Q25529,"American voice actor, voice director, singer, songwriter, and guitarist"
Kōhei Miyauchi,132,M,1929-08-04,,/m/0d3bzs,13,Q3201278,Japanese actor
Veronica Taylor,120,F,1978-04-09,,/m/040595,13,Q2163710,American voice actress
Koichi Yamadera,112,M,1961-06-17,,/m/039tg4,13,Q333194,"Japanese actor, voice actor, singer and narrator"
Rachael Lillis,111,F,1978-07-08,,/m/07ybnb,13,,
Takeshi Kusao,109,M,1965-11-20,,/m/01v81qn,13,Q2311661,"Japanese actor, voice actor and singer"
Ryo Horikawa,107,M,1958-02-01,,/m/039dpm,13,Q2540053,Japanese actor and voice actor
Masaharu Satō,104,M,1946-07-01,,/m/0c_lq5,13,Q531846,"Japanese actor, voice actor and narrator"
Tōru Furuya,103,M,1953-07-31,,/m/03brvj,13,Q917318,"Japanese actor, voice actor and narrator"
Maddie Blaustein,94,,1960-10-09,,/m/04y982,13,Q2555359,American voice actress (1960-2008)
Kayzie Rogers,93,F,1974,,/m/0ck6ln,13,Q6380740,American actress
Sean Schemmel,90,M,1968-11-21,,/m/07y91g,13,Q7441433,American voice actor
Ted Lewis,84,M,1969-10-18,,/m/0789ts,13,Q7693448,American actor
Shinichiro Miki,81,M,1968-03-18,,/m/03cz4j,13,Q719326,Japanese voice actor
Hideyuki Tanaka,81,M,1950-11-12,,/m/03gmcp,13,Q2440809,Japanese voice actor
Kenji Utsumi,77,M,1937-08-26,,/m/04lzq2,13,Q535637,Japanese actor (1937–2013)
Chafurin,75,M,1961-12-04,,/m/0chh6w,13,Q2714894,"Japanese actor, voice actor and narrator"
Minori Matsushima,73,F,1940-12-01,,/m/0c_m7f,13,Q1751502,Unicode block (U+0C00-0C7F)
Tara Sands,73,F,1975-09-20,,/m/04t4pq,13,Q1744,"American singer, songwriter and actress (born 1958)"
Kazuya Nakai,73,M,1967-11-25,,/m/04_h75,13,Q540366,Japanese voice actor
Akemi Okamura,73,F,1969-03-12,,/m/04f5z2,13,Q264348,Japanese voice actress
Hideyuki Hori,72,M,1954-03-23,,/m/01vfjdy,13,Q674727,Japanese actor and voice actor
Hiroaki Hirata,69,M,1963-08-07,,/m/04jz_2,13,Q1343893,"Japanese actor, voice actor and narrator"
Minami Takayama,69,F,1964-05-05,,/m/01vs8ng,13,Q1323029,"Japanese voice actress, singer and narrator from Japan"
Kenichi Ogata,65,M,1942-03-29,,/m/01wzs_q,13,Q2707888,Japanese actor and voice actor
Kaneto Shiozawa,64,M,1954-01-28,,/m/05bp8g,13,Q2447488,"Japanese actor, voice actor and narrator"
Rica Matsumoto,63,F,1965-11-30,,/m/03_ny1,13,Q943714,"Japanese voice actress, actress and singer"
Hiroko Emori,63,F,1961-01-27,,/m/04mv_z,13,Q3089633,Japanese voice actress
Wakana Yamazaki,63,F,1965-03-21,,/m/04qy3c,13,Q2719755,Japanese voice actress
Yûji Ueda,61,M,1967-06-15,,/m/01wfs__,13,Q646766,"city in Iwate Prefecture, Japan"
Yukiko Iwai,57,F,1972-01-13,,/m/04028f,13,Q937873,Japanese voice actress
Tomokazu Seki,57,M,1972-09-08,,/m/01qvtwm,13,Q284401,"Japanese voice actor, actor and singer"
Amy Birnbaum,57,F,1975-04-14,,/m/0b8pm3,13,Q4749112,American actress
Masashi Hirose,53,M,1947-11-06,,/m/0cklqz,13,Q2000663,Japanese voice actor
Hirotaka Suzuoki,51,M,1950-03-06,,/m/03cyxl,13,Q2002565,"Japanese actor, voice actor and narrator (1950-2006)"
Dan Green,50,M,1975-02-07,,/m/075npt,13,Q4119907,California-born voice actor and director based in New York City
Tetsuo Mizutori,49,M,1938-12-25,,/m/0dwpqq,13,Q7706902,Japanese voice actor (1938-2010)
Yonehiko Kitagawa,49,M,1931-06-09,,/m/0dwpkj,13,Q8054922,"Japanese actor, voice actor and narrator"
Nana Yamaguchi,49,F,1938-08-10,,/m/02rvmvb,13,Q6962323,Japanese actress and voice actress
Kazuhiko Inoue,49,M,1954-03-26,,/m/01qz69r,13,Q225654,"Japanese actor, voice actor and narrator"
Kazuhiko Kishino,49,M,1934-02-14,,/m/0dwpfc,13,Q4260679,Japanese voice actor
Kotono Mitsuishi,48,F,1967-12-08,,/m/02t1dv,13,Q18735,"Japanese actress, voice actress and singer"
Megan Hollingshead,48,F,1968-09-22,,/m/0411ql,13,Q13560359,American voice actress
Mayumi Iizuka,47,F,1977-01-03,,/m/01mrp0m,13,Q228512,"Japanese actress, voice actress and J-pop singer"
Wataru Takagi,46,M,1966-07-25,,/m/03rlgn,13,Q945665,Japanese actor and voice actor
Megumi Ogata,46,F,1965-06-06,,/m/03bddh,13,Q254368,"Japanese actress, voice actress and singer"
Colleen Clinkenbeard,41,F,1980-04-13,,/m/0ckm4x,13,Q2017211,American voice actress
Akiko Yajima,41,F,1967-05-04,,/m/03jmsw,13,Q2735707,Japanese voice actress
Miki Narahashi,40,F,1960-01-25,,/m/04s7fc,13,Q3857508,Japanese voice actress
Keiji Fujiwara,40,M,1964-10-05,,/m/04b_4y,13,Q1371733,Japanese actor and voice actor
Satomi Koorogi,40,F,1962-11-14,,/m/03b4vd,13,Q1142547,"Japanese actress, voice actress, singer and narrator"
Wayne Grayson,39,M,1974,,/m/05ntcv,13,Q2011799,American voice actor
Takeshi Aono,39,M,1936-06-19,,/m/03gmdt,13,Q305233,"Japanese actor, voice actor and narrator (1936-2012)"
Naoko Matsui,39,F,1961-04-04,,/m/09zw18,13,Q1193618,Japanese voice actress
Bin Shimada,37,M,1954-11-20,,/m/042h0v,13,Q1323728,"Japanese actor, voice actor and narrator"
Phillip Bartlett,37,M,1959-06-22,,/m/026b1rp,13,Q63759015,American actor
Chisato Nakajima,36,F,,,/m/02qhzxb,13,Q5102055,Japanese voice actress
Mami Koyama,35,F,1955-01-17,,/m/03h4j1,13,Q2468115,"Japanese actress, voice actress and narrator"
Tesshō Genda,33,M,1948-05-20,,/m/08wh8b,13,Q2529130,"Japanese actor, voice actor and narrator"
Junko Iwao,31,F,1970-02-18,,/m/03b9sy,13,Q242743,Japanese voice actress and singer
Jerry Jewell,31,M,1976-07-30,,/m/0b7wjw,13,Q15493849,American voice actor
Yūko Minaguchi,30,F,1966,,/m/04z4n0,13,Q1323704,Japanese voice actress
Laura Bailey,30,F,1981-05-28,,/m/091n7z,13,Q2364867,American voice actress
Eiji Kanie,29,M,1941-11-21,,/m/0dm4m5,13,Q5349213,Japanese actor and voice actor (1941-1985)
Yuriko Yamaguchi,29,F,1965-11-21,,/m/03b51t,13,Q1324494,"Japanese voice actress, actress, narrator and singer"
Yuko Miyamura,28,F,1972-12-04,,/m/03brsc,13,Q2279779,"Japanese voice actress, actress and singer"
Akio Ohtsuka,27,M,1959-11-24,,/m/03cbvc,13,Q418649,"Japanese voice actor, narrator and actor"
Ryūsei Nakao,27,M,1951-02-05,,/m/03_p26,13,Q82122,French naturalist (1744-1829)
Hisao Egawa,27,M,1962-09-13,,/m/04j5s3,13,Q1349299,Japanese voice actor
Bill Flynn,24,M,1948-12-13,,/m/02wz6bn,13,Q3644016,South African actor
Mark Stoddard,24,,,,/m/0gby8df,13,Q3874760,Italian actress (1897-1993)
Atsuko Tanaka,24,F,1962-11-14,,/m/04nr8z,13,Q1208611,Japanese voice actress
Alison Viktorin,24,F,1981-02-01,,/m/0fps52,13,Q4727206,American voice actor
Tetsuya Iwanaga,24,M,1970-06-24,,/m/03b9f5,13,Q987314,Japanese voice actor
Lisa Ortiz,24,F,1974-12-11,,/m/040qk3,13,Q3242438,American actress
Cynthia Cranz,24,F,1969-03-03,,/m/0gps4j,13,Q5200039,American actress and voice actor
Mayumi Shō,23,F,1965-02-05,,/m/044fdt,13,Q3031438,Japanese voice actress
Junko Takeuchi,23,F,1972-04-05,,/m/04qy4t,13,Q242493,Japanese actress and voice actress
Kerry Williams,23,F,1973,,/m/091w5p,13,Q3814767,American voice actress
Jimmy Zoppi,23,M,1954-03-08,,/m/0cb5dm,13,Q6201645,American voice actor
Chie Nakamura,22,F,1979-05-14,,/m/0clf6l,13,Q2723018,Japanese voice actress
Miki Ito,22,F,1962-10-21,,/m/03bkrc,13,Q1323148,Japanese voice actress
Mike Pollock,21,M,1965-03-09,,/m/0bjm05,13,Q1827094,American voice actor
Pete Kaplan,21,M,,,/m/0dyl81,13,Q15277832,"metro station in Vienna, Austria"
Fumiko Orikasa,21,F,1974-12-27,,/m/01qypfn,13,Q49547,"Japanese actress, voice actress and singer"
Sarah Natochenny,20,F,1987-09-20,,/m/0fmg0n,13,Q468509,American voice actress
Toru Ohkawa,19,M,1960-02-28,,/m/06v30q,13,Q2663052,Japanese voice actor
Michele Knotz,19,F,,,/m/0cwf_x,13,Q12498487,American actress
Bill Rogers,19,M,,,/m/0d9_tq,13,Q4910695,American voice actor
Ryotaro Okiayu,19,M,1969-11-17,,/m/03cznz,13,Q1199055,Japanese voice actor
Taro Yamaguchi,18,,1970-06-06,,/m/0h1tjt,13,Q11466747,Japanese voice actor
Osamu Saka,18,M,1930-11-07,,/m/0cfvwx,13,Q7105696,Japanese voice actor
Kazuki Yao,18,M,1959-06-17,,/m/01wvydk,13,Q166267,Japanese voice actor
Stuart Zagnit,18,M,1952-03-28,,/m/025_6k0,13,Q7627267,American actor
Roger Kay,18,M,,,/m/0k1zr_,13,Q132020,video game console by Microsoft
Takashi Onozuka,18,M,1974-02-01,,/m/0h1w4g,13,Q7677365,Japanese voice actor
Tomiko Suzuki,18,F,1956-01-03,,/m/0g3630,13,Q1117893,Japanese voice actress (1956-2003)
Shōzō Iizuka,17,M,1933-05-23,,/m/044xm5,13,Q2423016,"Japanese actor, voice actor and narrator"
Jouji Nakata,15,M,1954-04-22,,/m/04bdp1,13,Q1372791,Japanese voice actor
Emily Bauer,15,F,1981-07-29,,/m/02vn2yr,13,Q5372051,American voice and stage actress
Takehito Koyasu,15,M,1967-05-05,,/m/03cz9_,13,Q464348,"Japanese voice actor, singer and radio personality"
Kumiko Watanabe,15,F,1965-10-07,,/m/03j3rmy,13,Q1317610,Japanese actress and voice actress
Toku Nishio,15,M,1939-09-12,,/m/0jyl6m,13,Q684216,1943 film by Fred M. Wilcox
Ichirō Nagai,14,M,1931-05-10,,/m/03q66c,13,Q1843,element with the atomic number of 66
Yumi Kakazu,14,F,1973-06-18,,/m/04bf4w,13,Q1373594,Japanese voice actress
Masakazu Morita,14,M,1972-10-21,,/m/01tskh3,13,Q361574,"Japanese actor, voice actor and singer"
Romi Paku,14,F,1972-01-22,,/m/03dkz7,13,Q233902,"Japanese actress, voice actress and singer"
Aya Hisakawa,14,F,1968-11-12,,/m/0392kz,13,Q49573,Japanese voice actress and singer
Maile Flanagan,12,F,1965-05-19,,/m/094zvg,13,Q3333454,American actress
Sabaru Kimura,12,M,,,/m/0k1bnf,13,Q2082831,French daily newspaper (1868–1929)
Banjō Ginga,12,M,1948-11-12,,/m/04b_2d,13,Q1100537,"Japanese actor, voice actor and narrator"
Megumi Oohara,12,F,,,/m/0k1bn6,13,Q9124812,Japanese seiyū
Wasabi Mizuta,12,F,1974-08-04,,/m/0k1bn0,13,Q287166,Japanese voice actress (born 1974)
Ken Gates,12,M,1961,,/m/0f71xw,13,Q11998175,American actor
Kentaro Ito,12,M,1974-01-03,,/m/057tnv,13,Q1371708,voice actor from Japan born in 1974
Terri Hawkes,9,F,,,/m/09r7n2,13,Q3518753,Canadian actress
Etsuko Kozakura,9,F,1971-02-22,,/m/01tpzhj,13,,
Chikao Ohtsuka,9,M,1929-07-05,,/m/04f5__,13,Q7150692,award given for investigative or campaigning journalism
Tomoko Kawakami,9,F,1970-04-25,,/m/01wgth3,13,Q592161,Japanese voice actress (1970-2011)
Yoichi Masukawa,9,M,1978-12-27,,/m/0dfdmq,13,Q2303904,Japanese voice actor
Kae Araki,9,F,1966-11-06,,/m/03rlhs,13,Q774937,Japanese voice actress
Noriaki Sugiyama,9,M,1976-03-09,,/m/07dw25,13,Q1152539,Japanese voice actor
Michie Tomizawa,7,F,1961-10-20,,/m/03bdg9,13,Q1324264,"Japanese actress, voice actress and singer"
Brina Palencia,7,F,1984-02-13,/m/03d26m9,/m/02pr540,13,Q4968175,American voice actress
Shigeru Chiba,6,M,1954-02-04,,/m/03gwxp,13,Q2444815,Japanese actor and voice actor
Yutaka Nakano,6,,,,/m/0jyrlt,13,Q8062084,Japanese voice actor
Tom Wayland,6,M,,,/m/0dgxzf,13,Q7818005,American voice actor
Show Hayami,6,M,1958-08-02,,/m/03rl7s,13,Q1355841,Japanese voice actor
Kazuyuki Sogabe,6,M,1948-04-16,,/m/0ch_yn,13,Q2447124,"Japanese actor, voice actor, musician and narrator"
Wendee Lee,4,F,1960-02-20,,/m/06v8s0,13,Q2642437,American voice actress
Keiko Han,4,F,1953-04-05,,/m/03bdbl,13,Q584678,"Taiwanese–Japanese actress, voice actress and western astrologer"
Unshou Ishizuka,4,M,1951-05-16,,/m/048cqm,13,Q1351041,"Japanese voice actor, narrator, director (1951-2018)"
Emi Shinohara,4,F,1963-08-08,,/m/03b4xx,13,Q1324522,Japanese voice actress
Maaya Sakamoto,3,F,1980-03-31,,/m/01rmnp,13,Q235216,"Japanese actress, voice actress and singer"
Rika Fukami,3,F,1963-08-08,,/m/03bkqm,13,Q1324613,Japanese voice actress
Dave Wittenberg,3,M,1971-09-01,,/m/05q_mg,13,Q4115716,American voice actor
Nachi Nozawa,3,M,1938-01-13,,/m/080kn0,13,Q1954570,"Japanese actor, voice actor, narrator and theatre director (1938-2010)"
Akira Ishida,3,M,1967-11-02,,/m/02h8hr,13,Q418736,Japanese voice actor and actor
Michelle Ruff,3,F,1967-09-27,,/m/0814k3,13,Q842585,American voice actress
Monica Rial,3,F,1975-10-05,,/m/066l3y,13,Q4115624,"American voice actress, ADR director and script writer"
Darren Dunstan,3,M,1972,,/m/0d2x7w,13,Q159758,English painter and draftsman (c.1775–1851)
Fumihiko Tachiki,3,M,1961-04-29,,/m/03cx2x,13,Q1142856,"Japanese voice actor, narrator and singer"
Chiwa Saitō,3,F,1981-03-12,,/m/04bdlw,13,Q50027,Japanese voice actress
Richard Ian Cox,3,M,1973-10-03,,/m/026h8y,13,Q721273,Canadian actor
Luci Christian,3,F,1973-03-18,,/m/08p1gp,13,Q4115622,American voice actress and ADR script writer
Hidekatsu Shibata,3,M,1937-03-25,,/m/0gdq4f,13,Q2735330,"Japanese actor, voice actor and narrator"
J. Michael Tatum,3,M,1976-05-25,,/m/04f4wrf,13,Q6106552,American voice actor
Houko Kuwashima,3,F,1975-12-12,,/m/01kwh5j,13,Q239389,Japanese voice actress and singer
Marc Thompson,3,M,1970-11-19,,/m/0cjmbz,13,,
Jason Anthony Griffith,3,M,1980-11-26,,/m/08glff,13,Q3117090,American actor
Mike McFarland,3,M,1970-07-14,,/m/0dccw0,13,Q3857424,American actor
Sumi Shimamoto,3,F,1954-12-08,,/m/056q2j,13,Q584626,"Japanese actress, voice actress and narrator"
Yukana Nogami,3,F,1975-01-06,,/m/03chnb,13,Q1333036,Japanese voice actress and singer affiliated with Sigma Seven
Kenyu Horiuchi,3,M,1957-07-30,,/m/03h4dt,13,Q1202136,Japanese voice actor
Marcello Mastroianni,118,M,1924-09-28,/m/0222qb,/m/015gjr,14,Q55469,Italian actor (1924–1996)
Michel Piccoli,71,M,1925-12-27,,/m/021t8p,14,Q295257,French actor (1925-2020)
Catherine Deneuve,68,F,1943-10-22,/m/03ts0c,/m/0cbkc,14,Q106418,French actress
Gérard Depardieu,54,M,1948-12-27,/m/03ts0c,/m/0c9hm,14,Q106508,French Russian actor
Mathieu Amalric,47,M,1965-10-25,/m/03ts0c,/m/02qmdqm,14,Q355835,French actor and film director
Alberto Sordi,37,M,1920-06-15,/m/0222qb,/m/019wlg,14,Q50003,"Italian actor, film director, voice actor, screenwriter and singer (1920-2003)"
Leonor Silveira,34,F,1970-10-28,,/m/07m27d5,14,Q291450,Portuguese actress
Vittorio de Sica,33,M,1901-07-07,/m/0222qb,/m/07y_r,14,Q892,English philologist and author (1892–1973)
Luís Miguel Cintra,32,M,1949-04-29,,/m/064m7xk,14,Q426979,"Portuguese actor, screenwriter"
Vittorio Gassman,31,M,1922-09-01,/m/0222qb,/m/0c0qw,14,Q55452,Italian actor and director (1922-2000)
Christian Clavier,31,M,1952-05-06,,/m/06tr6y,14,Q310692,French actor and screenwriter
Josiane Balasko,31,F,1950-04-15,,/m/04427g,14,Q437254,"French actress, film director, writer and screenwriter"
Diogo Doria,28,M,1953-04-16,,/m/07m27dw,14,Q1226838,actor
Philippe Noiret,28,M,1930-10-01,,/m/056z6_,14,Q106482,French actor
Nino Manfredi,27,M,1921-03-22,/m/0222qb,/m/036_p5,14,Q55456,Italian actor (1921-2004)
Romy Schneider,27,F,1938-09-23,,/m/0144k5,14,Q78469,German-French actress (1938–1982)
Michel Blanc,26,M,1952-04-16,,/m/03f1gh6,14,Q1398256,"French actor, film director and screenwriter"
Thierry Lhermitte,26,M,1952-11-24,,/m/0cfrmn,14,Q548400,"French actor, director and screenwriter"
Sophia Loren,25,F,1934-09-20,/m/0222qb,/m/01qq_lp,14,Q43252,Italian actress
Sabine Azéma,24,F,1949-09-20,,/m/0fygvb,14,Q106592,French actress
Silvana Mangano,24,F,1930-04-21,/m/0222qb,/m/01y5v5,14,Q106919,Italian actress (1930-1989)
Jean Gabin,24,M,1904-05-17,,/m/0479kh,14,Q23842,"French actor, recording artist (1904-1976)"
Marie-Anne Chazel,23,F,1951-09-19,,/m/03cjgg_,14,Q459676,French actress and screenwriter
Hippolyte Girardot,22,M,1955-10-10,/m/03ts0c,/m/047m4k5,14,Q1620037,French actor
Alain Delon,21,M,1935-11-08,/m/03ts0c,/m/01syr4,14,Q858,sovereign state in western Asia
Michel Vuillermoz,20,M,1962-12-18,,/m/07r9f6x,14,Q1930952,French actor
Pierre Arditi,20,M,1944-12-01,,/m/0cr2py,14,Q123135,French actor
Ugo Tognazzi,20,M,1922-03-23,,/m/0ckl38,14,Q55468,"Italian film and theatre actor, director and screenwriter (1922-1990)"
Chiara Mastroianni,19,F,1972-05-28,/m/03ts0c,/m/07ghvl,14,Q283317,French actress
Jeanne Moreau,19,F,1928-01-23,/m/03ts0c,/m/03d0ns,14,Q37156,American multinational technology and consulting corporation
Gérard Jugnot,18,M,1951-05-04,,/m/03xn8xg,14,Q728158,French actor and cinematographer
Claudia Cardinale,18,F,1938-04-15,/m/0fj1k9,/m/01j5sv,14,Q107006,Italian actress
Magda Schneider,17,F,1909-05-17,,/m/05q8d9m,14,Q62327,German actress (1909–1996)
Josef Meinrad,17,M,1913-04-21,,/m/036smf,14,Q85467,Austrian actor
Dominique Lavanant,17,F,1944-05-24,,/m/047r9kq,14,Q440234,French actress
Memmo Carotenuto,16,M,1908-07-24,,/m/05p40xh,14,Q553941,Italian actor (1908-1980)
Denis Podalydès,16,M,1963-04-22,,/m/08068rx,14,Q1187592,"French actor, theatre director, writer and screenwriter"
Isabel Ruth,16,F,1940-04-06,,/m/080h6jz,14,Q512420,actress
Gustav Knuth,15,M,1901-07-07,,/m/05fbmsc,14,Q69382,actor (1901-1987)
Karlheinz Böhm,15,M,1928-03-16,,/m/05nzlg,14,Q78928,Austrian actor
Vilma Degischer,15,F,1911-11-17,,/m/07p54sm,14,Q89761,actress (1911-1992)
Danielle Darrieux,15,F,1917-05-01,,/m/04r89g,14,Q234149,French actress and singer
Michael Lonsdale,14,M,1931-05-24,,/m/08sz0k,14,Q346540,British actor
Stéphane Audran,14,F,1932-11-08,,/m/04dgp4,14,Q32439,French actress
Emmanuelle Devos,14,F,1964-05-10,/m/03ts0c,/m/02z752k,14,Q241043,French actress
Jean-Pierre Léaud,13,M,1944-05-28,,/m/01sm0m,14,Q483938,South Korean entertainment company
Stefania Sandrelli,13,F,1946-06-05,/m/0222qb,/m/0cv0r5,14,Q238547,Italian actress
Maurice Ronet,13,M,1927-04-13,,/m/026sp5z,14,Q965584,French actor
Melvil Poupaud,12,M,1973-01-26,/m/03ts0c,/m/0fbh1y,14,Q1339485,"French actor, author and filmmaker"
Gina Lollobrigida,12,F,1927-07-04,/m/0222qb,/m/01qrlx,14,Q56009,Italian actress
Nathalie Baye,12,F,1948-07-06,,/m/0d9mt_,14,Q8441,male adult human
Ninetto Davoli,12,M,1948-10-11,,/m/02pkvd3,14,Q372481,Italian actor
Renato Salvatori,11,M,1933-03-20,,/m/0bq4zr,14,Q697888,Italian actor (1933-1988)
Lambert Wilson,11,M,1958-08-03,,/m/053qgk,14,Q115735,French actor
Marisa Merlini,11,F,1923-08-06,,/m/04gq20z,14,Q459396,Italian actress
Yves Montand,11,M,1921-10-13,,/m/0j976,14,Q106057,French-Italian actor and singer
Simone Signoret,10,F,1921-03-25,/m/041rx,/m/0gsj2,14,Q2023,territory of Canada
Julien Bertheau,10,M,1910-06-19,,/m/0j_tx0,14,Q1122249,French actor
Michèle Morgan,10,F,1920-02-29,,/m/056906,14,Q234897,French actress
André Dussollier,10,M,1946-02-17,,/m/0fykjb,14,Q518457,French actor
Jean Rochefort,10,M,1930-04-29,,/m/04z2qx,14,Q106555,French actor
Michel Bouquet,10,M,1925-11-06,,/m/0j_psr,14,Q167462,multi-spectrum pulsar associated with the Vela Supernova Remnant
Milena Vukotic,10,F,1938-04-23,,/m/0kst4t,14,Q437502,Italian actress
Jean-Pierre Marielle,9,M,1932-04-12,,/m/09g1zb,14,Q739521,French actor (1932-2019)
Paolo Stoppa,9,M,1906-06-06,,/m/02qqhk5,14,Q1056349,Italian actor (1906–1988)
Tina Pica,9,F,1884-03-31,,/m/03h55_p,14,Q696857,Italian actress (1884-1968)
Claudio Gora,9,M,1913-07-27,,/m/02x4nkz,14,Q433903,Italian film actor and director (1913-1998)
Riccardo Garrone,9,M,1926-01-01,,/m/05q9cbr,14,Q973621,Italian actor (1926-2016)
Romolo Valli,9,M,1925-02-07,,/m/0ctwtk,14,Q1849086,Italian actor (1925-1980)
José Pinto,9,M,1929,,/m/0bggsp9,14,Q18276350,Portuguese actor
Leopoldo Trieste,9,M,1917-05-03,,/m/02qjw8j,14,Q472419,Italian actor
Franco Citti,8,M,1938-04-23,,/m/0fnt89,14,Q554430,Italian actor (1935-2016)
John Malkovich,8,M,1953-12-09,/m/0ffjqy,/m/017r13,14,Q172261,American actor
Ruy de Carvalho,8,M,1927-03-01,,/m/0bntk18,14,Q10365463,Portuguese actor
Ricardo Trêpa,8,M,1972-10-28,,/m/07m27fk,14,Q550916,actor
Serge Reggiani,7,M,1922-05-02,,/m/03h623,14,Q461111,French singer and actor (1922-2004)
Anne Consigny,7,F,1963-05-25,/m/03ts0c,/m/05fbd9p,14,Q437415,French actress
Bulle Ogier,7,F,1939-08-09,,/m/063k6z,14,Q204336,French actress
