Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community,Wikidata_actor_id
Padma Khanna,25,F,1949-03-10,,/m/09k62cz,2,Q7123831
Zarina Wahab,25,F,1959-07-17,/m/0dryh9k,/m/03hnn5b,2,Q3595441
Mohan Agashe,25,M,1947-07-23,,/m/0b55n2,2,Q1470
Prema Narayan,25,F,1955-04-04,/m/0dryh9k,/m/06_wzm4,2,Q7240196
Urmila Bhatt,25,F,1934,,/m/0dkc9ws,2,Q15930605
Sanjay Kapoor,25,M,1965-10-17,/m/0dryh9k,/m/0662st,2,Q1612637
Puneet Issar,25,M,1958-09-12,/m/0dryh9k,/m/02q2yld,2,Q7260123
Amol Palekar,25,M,1944-11-24,,/m/04kfg7,2,Q2721505
Rajit Kapur,25,M,,/m/0dryh9k,/m/0krw5f,2,Q7286172
Neeraj Vora,25,M,,/m/0dryh9k,/m/0ddfchv,2,Q6986935
Pratima Devi,24,F,,,/m/0gcxkdy,2,Q20986575
Sanjay Narvekar,24,M,,/m/0dryh9k,/m/0261yk1,2,Q7418465
Preeti Jhangiani,24,F,1980-08-18,/m/029f2r,/m/05d7vq,2,Q3595236
Riya Sen,23,F,1981-01-24,/m/0dryh9k,/m/054ypw,2,Q748926
Mridula Rani,23,F,,,/m/0b_qxs1,2,Q508168
Aarti Chhabria,23,F,1982-11-21,/m/0dryh9k,/m/0g2bkf,2,Q4662645
Aditya Srivastava,23,M,1963,/m/0dryh9k,/m/047t4vq,2,Q3595451
Ravi kishan,23,M,1971-07-17,/m/0dryh9k,/m/02852vp,2,Q7296641
Moni Chatterjee,23,M,,/m/0dryh9k,/m/0gc56_0,2,Q326224
Shilpa Shirodkar,23,F,1969-11-20,,/m/0c3q57,2,Q7496767
C.S. Dubey,23,M,1924-09-04,/m/0dryh9k,/m/05p8_n4,2,Q5071459
Farooq Shaikh,22,M,1948-03-25,,/m/0cqyvd,2,Q5436156
Kamal Kapoor,22,M,1920-02-22,/m/0dryh9k,/m/0gc0x6x,2,Q18044361
Konkona Sen Sharma,22,F,1979-12-03,/m/0dryh9k,/m/09w3dt,2,Q272014
Mallika Sherawat,22,F,1976-10-24,/m/0dryh9k,/m/02wy7c,2,Q262665
Archana Puran Singh,22,F,1962-09-26,/m/0dryh9k,/m/03cndvm,2,Q3595522
Vijay Patkar,21,M,,/m/0dryh9k,/m/0bff4jk,2,Q16195257
Shivraj,21,M,,/m/0dryh9k,/m/0gcx7_n,2,Q31417055
Raima Sen,21,F,1979-11-11,/m/0dryh9k,/m/08tcyn,2,Q46018
Praveen Paul,21,F,,,/m/0b_qxrv,2,
Leena Chandavarkar,20,F,1951,/m/0dryh9k,/m/0cd7g0,2,Q6516340
Subbiraj,20,M,,/m/0dryh9k,/m/0gb_zqh,2,Q97451327
Krishan Dhawan,20,M,,,/m/0gdk3cl,2,Q98149408
Vidya Sinha,20,F,1947-11-15,,/m/0h2hsw,2,Q7928181
Nisha Kothari,20,F,1983-11-30,/m/04k02l,/m/0flxmx,2,Q6113138
Sharad Kapoor,20,M,1976-02-13,/m/02sch9,/m/03hnrn3,2,Q7489358
Rajesh Vivek,20,M,1949-01-31,,/m/03qjs92,2,Q939700
Subhash Ghai,19,M,1945-01-24,/m/0dryh9k,/m/05xd8x,2,Q2475653
Akhilendra Mishra,19,M,1960-09-28,/m/0cm7w1,/m/04d_fbm,2,Q4700745
Sonali Kulkarni,19,F,1974-11-03,/m/0dryh9k,/m/0b7bk8,2,Q1407499
Tanaaz Currim,19,F,1972-04-08,/m/0bymc,/m/05m_ksf,2,Q7682187
Vijayendra Ghatge,19,M,,,/m/03h0j9m,2,Q7929311
Uttam Kumar,19,M,1926-09-03,,/m/073dmy,2,Q1476759
Simi Garewal,19,F,1947-10-17,/m/0dryh9k,/m/063__x,2,Q5635764
Virendra Saxena,19,M,,/m/0dryh9k,/m/043rd_l,2,Q7933697
Mazhar Khan,18,M,1953-07-22,/m/0dryh9k,/m/0fvs6l,2,Q12444843
Sachin,18,M,1957-08-17,,/m/02qnhtn,2,Q3631431
Harish Patel,18,M,,/m/0dryh9k,/m/02rkt1c,2,Q2889197
Aashif Sheikh,18,M,1960,/m/0dryh9k,/m/02r30xh,2,Q4662700
Nilu Phule,17,M,1930,/m/0cqgdq,/m/06ztd0d,2,Q455343
Hemant Birje,17,M,1965-03-14,/m/0dryh9k,/m/0fq1rj3,2,Q12460817
Vishwa Mehra,17,M,,/m/0dryh9k,/m/0gc4hjz,2,
Ashwin Mushran,17,M,1972-05-19,,/m/07s3j8p,2,Q4806191
Joginder Shelly,17,M,1949-07-04,/m/0dryh9k,/m/09v4x2t,2,Q6214794
Nirmal Pandey,17,M,1962-08-10,/m/0dryh9k,/m/05zm76x,2,Q7040015
Sanjay Suri,17,M,1971-04-06,/m/0b79c7,/m/0d_tk7,2,Q3045307
Dinyar Contractor,17,M,,,/m/0jtwms,2,
Madhoo,17,F,1972-03-26,,/m/07fm_x,2,Q3537300
Minnisha Lamba,17,F,1985-01-18,/m/0dryh9k,/m/0862nf,2,Q365007
Leela Chitnis,16,F,1909-09-09,,/m/082t0j,2,Q464873
Rasika Joshi,16,F,1972-09-12,,/m/0cr6dzd,2,Q7295046
Kim Sharma,16,F,1980-01-21,/m/0dryh9k,/m/08xtbc,2,Q469887
Deepak Tijori,16,M,1961-08-28,,/m/027gsx3,2,Q3021147
Suhasini Mulay,16,F,1950-11-20,/m/0dryh9k,/m/0271zv7,2,Q7635226
Murli Sharma,16,M,,/m/0dryh9k,/m/03d06q8,2,Q6937290
Sandhya Mridul,16,F,1975-03-28,/m/0dryh9k,/m/0djwkt,2,Q1396281
Madhubala,16,F,1933-02-14,/m/09743,/m/02lyrj,2,Q36881
Neena Gupta,15,F,1959-07-04,,/m/0b7b98,2,Q6986875
Daya Shankar Pandey,15,M,,,/m/0k3_4h,2,Q5243005
Deepti Bhatnagar,15,F,1967-09-30,/m/03kbr,/m/0cfgbw,2,Q12053145
Ashalata Wabgaonkar,15,F,1932,/m/0dryh9k,/m/0cs_cxv,2,Q4804549
Ali Asgar,15,M,,/m/0dryh9k,/m/02z9gd_,2,Q4724667
Leela Mishra,15,F,1908,,/m/07t4d6d,2,Q6516259
Sushmita Mukherjee,15,F,,/m/0dryh9k,/m/02740jf,2,Q7648979
Sonu Walia,15,F,1964-02-19,/m/02sch9,/m/0cvyx3,2,Q7562409
Loveleen Mishra,15,F,,,/m/0gbzv77,2,
Hemant Pandey,14,M,,/m/0dryh9k,/m/0gcxqtd,2,Q5711029
Kumari Naaz,14,F,,/m/0dryh9k,/m/0jvp06,2,Q511968
Piyush Mishra,14,M,1963,/m/0dryh9k,/m/026p3wd,2,Q3534654
Sangeeta Bijlani,14,F,1960-07-09,/m/0dryh9k,/m/03f46w,2,Q3595327
Dulari,13,F,,,/m/0k44p3,2,Q15992928
Kunal Kapoor,13,M,1977-10-18,/m/0dryh9k,/m/0b55cx,2,Q2737601
Rituparna Sengupta,13,F,1971-11-07,/m/0bpjh3,/m/068zjd,2,Q2992971
Pavan Malhotra,13,M,,,/m/04n268h,2,Q7155518
Manik Irani,13,M,,/m/0dryh9k,/m/0fqmmhg,2,Q16200543
Yunus Parvez,13,M,1931,/m/0dryh9k,/m/028bs1p,2,Q1965038
Jayshree T.,13,F,1953,,/m/03nvxl9,2,Q6167973
Sheela Sharma,13,F,,,/m/0gc99_4,2,Q18357741
Birbal,13,M,,,/m/0h6dlc7,2,Q369089
Tom Alter,13,M,1950,,/m/0b84vr,2,Q7814774
Sulabha Arya,13,F,,,/m/0gc0jd8,2,Q533367
Guru Dutt,13,M,1925-07-09,/m/0dryh9k,/m/06kxs3,2,Q149136
Deepak Parashar,13,M,1952-04-02,,/m/027vy8b,2,Q5250519
Rajendra Sethi,12,M,,/m/0dryh9k,/m/027wtq4,2,Q12449395
Shubha Khote,12,F,,,/m/0ct15lj,2,Q12454357
Agha,12,M,,/m/0dryh9k,/m/03cb0yx,2,Q4692309
Kishore Kumar,12,M,1929-08-04,,/m/01mp07q,2,Q471542
Supriya Pilgaonkar,12,F,1967-08-17,/m/0dryh9k,/m/02xb82c,2,Q7645145
Ila Arun,12,F,,,/m/08m37w,2,Q3595475
Chetan Pandit,12,M,,,/m/0gdk5l4,2,Q16239228
Bob Christo,12,M,1938,,/m/0dl7zl,2,Q887851
Usha Kiran,12,F,1929-04-22,/m/0dryh9k,/m/0bwlv75,2,Q7901881
Sudhir Dalvi,12,M,,,/m/08h94l,2,Q14476206
Cukoo,12,F,1929,/m/034s7b,/m/0c688y,2,Q15930747
Mamta Kulkarni,12,F,1972-04-20,/m/0cqgdq,/m/07f4tm,2,Q3519476
Soha Ali Khan,12,F,1978-10-04,,/m/07066b,2,Q12459003
Emraan Hashmi,12,M,1979-03-24,,/m/0b82nz,2,Q3053437
Sophie Choudry,12,F,1981-02-08,/m/0dryh9k,/m/0261psv,2,Q7562978
Gulshan Kumar Mehta,12,M,1937-04-12,/m/0dryh9k,/m/01x29cx,2,Q3633335
Kunal Khemu,12,M,1983-05-25,/m/0dryh9k,/m/0gxn9l,2,Q3497323
Sonia Sahani,12,F,,,/m/0gby1nk,2,Q20685609
Goga Kapoor,12,M,1940-12-15,,/m/0j_9xt,2,Q7571763
Sulakshana Pandit,12,F,1954-07-12,,/m/0270fn6,2,Q3632513
Pallavi Joshi,11,F,,/m/0cqgdq,/m/04m_hj3,2,Q7127781
Ratna Pathak,11,F,1963-03-18,/m/0dryh9k,/m/02qk1wb,2,Q7295837
Manik Dutt,11,M,,,/m/0gdkw0b,2,
Pankaj Kapoor,11,M,1954-05-29,/m/0dryh9k,/m/02p44hd,2,Q3499101
Deepak Shirke,10,M,,,/m/0gc1kxz,2,Q12433784
Mahesh Anand,10,M,,,/m/0gb_jdq,2,Q6733848
Madan Joshi,10,M,,,/m/0gc1sk9,2,Q196842
Jacqueline Fernandez,10,F,1985-06-02,/m/078ds,/m/02q1mmh,2,Q2312801
Vikram Inamdar,10,M,,,/m/0gm2kyg,2,
Motilal,10,M,1910,/m/0dryh9k,/m/0ccn56,2,Q12447893
Joy Mukherjee,10,M,1939-02-24,/m/0dryh9k,/m/0ckfm6,2,Q3621734
Shernaz Patel,10,F,,/m/0dryh9k,/m/0gdk1vf,2,Q7495297
Anang Desai,10,M,,,/m/0jsnlg,2,Q16186212
Rushad Rana,10,M,,,/m/0gcz1wg,2,
Rita Rani Kaul,10,F,,,/m/0gdl2n9,2,Q9022
Twinkle Khanna,10,F,1974-12-29,/m/0dryh9k,/m/04rs51,2,Q2556523
Tara Sharma,10,F,1977-01-11,/m/03w9bjf,/m/0djwb0,2,Q7685136
Smita Jaykar,10,F,,/m/0cqgdq,/m/026ttbb,2,Q3632820
Lillete Dubey,10,F,1961-05-13,/m/029f2r,/m/03c33jg,2,Q1628810
D. Santosh,10,M,,,/m/0g4w3jv,2,Q5203811
Sanjay Khan,10,M,1941-01-03,/m/0dllcfn,/m/0c96fs,2,Q7418443
Prateeksha Lonkar,9,F,,,/m/0gc2lz2,2,Q7238632
Mohan Gokhale,9,M,1954,/m/0dryh9k,/m/047pfxm,2,Q6893530
Bobby Darling,9,F,,/m/0dryh9k,/m/0274zgs,2,Q4934913
Tanushree Dutta,9,F,1984-03-19,/m/0bpjh3,/m/07zm_w,2,Q3595169
Ashutosh Rana,9,M,1964-11-10,,/m/025yyhq,2,Q3595110
Victor Bannerjee,9,M,1946-10-15,/m/0bpjh3,/m/0c36fz,2,Q962572
Ayesha Dharker,9,F,1978-03-16,/m/03w9bjf,/m/066wtm,2,Q1976975
Baby Farida,9,F,,/m/0dryh9k,/m/0gdl9lb,2,
Madan Jain,9,M,,,/m/0gc1mvn,2,Q12445065
Veeru Krishnan,9,M,,,/m/0k29n2,2,Q77316208
Atul Kulkarni,9,M,1965-09-10,,/m/0bmj16,2,Q4818791
Gajanan Jagirdar,9,M,1907-04-02,,/m/0k7j6n,2,Q12423015
Sharman Joshi,9,M,1979-03-17,,/m/09_zqy,2,Q1376396
Biswajit Chatterjee,9,M,1936-12-14,,/m/0fff6_,2,Q4918625
Jalal Agha,9,M,1926,,/m/02rfx4j,2,Q6125865
Veena,9,F,1926-07-04,/m/0dryh9k,/m/0cn8y3,2,Q7918070
Pooja Batra,9,F,1976-10-27,,/m/04ymjs,2,Q3595550
Shiva Rindani,9,M,,,/m/0gfd1wh,2,Q7499250
Seema Deo,9,F,,,/m/0dkc9ww,2,Q7445863
Amita Nangia,9,F,,,/m/0djwy_g,2,Q4746903
Rahul Bose,9,M,1967-07-27,/m/0bpjh3,/m/06vxph,2,Q335238
Nadira,9,F,1932-12-05,/m/033qxt,/m/0bcg42,2,Q464950
Sameer Dattani,9,M,1982-01-27,,/m/0g783p,2,Q7409239
Beena,9,F,,/m/0dryh9k,/m/0gbwnxv,2,Q15930081
Nimmi,9,F,1933-02-18,/m/0dryh9k,/m/0872hg,2,Q3595303
Sudhir,9,M,1922,,/m/0gbyt81,2,Q7633789
Dilip Joshi,9,M,1970-05-26,/m/0dryh9k,/m/03c5jd1,2,Q5276803
Uday Chopra,9,M,1973-01-05,,/m/0486gk,2,Q560094
Milind Gunaji,9,M,,/m/0cqgdq,/m/0b781h6,2,Q3632609
Shivaji Satham,9,M,1950-04-21,,/m/0gdk5_9,2,Q7499289
Bir Sakhuja,9,M,,,/m/0gc6jc2,2,Q190012
Jayshree Gadkar,9,F,1942-02-21,,/m/04jcjlt,2,Q448318
Nandita Das,9,F,1969-11-07,/m/0dryh9k,/m/0813v2,2,Q717997
Pearl Padamsee,8,F,1931,/m/0dryh9k,/m/02qtpgr,2,Q7158138
Vijay Maurya,8,M,,/m/0dryh9k,/m/0gb_sjf,2,Q16213645
Hiralal,8,M,,,/m/0gcx7fd,2,Q104839455
Kalpana Iyer,8,F,1955,,/m/02x07ff,2,Q6354364
Roshan Seth,8,M,1942-04-02,,/m/01k6n8,2,Q486761
Rajeev Verma,8,M,,/m/0dryh9k,/m/05zvzn2,2,Q7285956
Atul Agnihotri,8,M,1970-06-24,/m/0dryh9k,/m/07wgyy,2,Q4818780
Sherveer Vakil,8,M,,,/m/0gc2q7l,2,Q23765842
Yatin Karyekar,8,M,,,/m/0gbx2ds,2,
Ranjit Chowdhry,7,M,,,/m/0ggw8w,2,Q7293154
Pramod Muthu,7,M,,,/m/0jt5k6,2,Q7238268
Chandrima Bhaduri,7,F,,/m/0dryh9k,/m/0gbwnlq,2,
Debashree Roy,7,F,1964-06-13,,/m/02qh590,2,Q3349817
Mahesh Raj,7,M,1974-08-09,/m/0dryh9k,/m/0gcxl3v,2,
Ninad Kamat,7,M,,/m/0dryh9k,/m/027wtxb,2,Q11792308
Rajeshwari Sachdev,7,F,1975-04-14,/m/0dryh9k,/m/03d8s9x,2,Q7286105
Upasana Singh,7,F,,,/m/04yg_0x,2,Q7898180
Sumeet Saigal,7,M,,/m/0dryh9k,/m/0gc20zt,2,Q7637065
Rahul Singh,7,M,,/m/0dryh9k,/m/0ck6lhf,2,
Robin Bhatt,7,M,,,/m/0jt1t3,2,Q3939264
Antara Mali,7,F,1979-05-11,,/m/0ckp95,2,Q45889
Aditi Gowitrikar,7,F,1976-05-21,/m/0cqgdq,/m/0c20w0,2,Q159758
Aman Yatan Verma,6,M,1971-10-11,/m/0dryh9k,/m/054yrb,2,Q4739489
Emil Marwa,6,M,1974,/m/09zyn5,/m/0c027bs,2,Q5371368
Raju Shrestha,6,M,1966-08-15,/m/0dryh9k,/m/0gbwwl_,2,Q7286476
Tanvi Azmi,6,F,,/m/0dryh9k,/m/02qj6bs,2,Q7683939
Kamini Khanna,6,F,,,/m/0k12zf,2,Q407646
Sailen Bose,6,M,,,/m/0gc7k58,2,Q190012
Jimi Mistry,6,M,1973-01-01,/m/0d7wh,/m/0dw9c3,2,Q724227
Bharat Jadhav,6,M,,/m/0cqgdq,/m/0266qjv,2,Q4901125
Shakeel Khan,6,M,,,/m/0gc8yr1,2,Q345
Akshay Kapoor,6,M,1982,,/m/026mdxn,2,Q4701809
Vineet Kumar,6,M,1957-02-22,/m/0cm7w1,/m/027lhzz,2,Q7932403
Dilip Prabhavalkar,6,M,,/m/0cqgdq,/m/0ch1zb,2,Q5276810
M.B. Shetty,6,M,1938,,/m/0gc026x,2,Q60208
Deepak Dobriyal,6,M,1975-09-01,/m/0dryh9k,/m/05mxh0d,2,Q3633940
Krishnakant,6,M,1922-09,/m/0dryh9k,/m/0jx9kv,2,Q151892
Delnaaz Paul,6,F,,/m/0c29q8,/m/0cz2hq,2,Q5254296
Udita Goswami,6,F,1984-02-09,/m/0dryh9k,/m/0b82gx,2,Q3092199
Master Bittoo,6,M,,,/m/0gb_7vd,2,Q131374
Ramesh Deo,6,M,,,/m/0cr7p1y,2,Q7289393
Sajjan,6,M,,/m/0dryh9k,/m/0cr7ql5,2,Q27825042
Jayant Kripalani,6,M,,,/m/027xfx0,2,Q6167565
Supriya Devi,6,F,1935-01-08,,/m/026yfz_,2,Q7645135
Navneet Nishan,6,F,1965-10-25,/m/0dryh9k,/m/03cpdl5,2,Q6982525
Aneel Chaudhari,6,M,,/m/0dryh9k,/m/0bvcb34,2,
Master Antriksh,6,M,,,/m/0gdlpy4,2,
Nauheed Cyrusi,6,F,1982-10-19,/m/0bymc,/m/045_9d,2,Q6981172
Dolly Bindra,6,F,,,/m/0gbztcg,2,Q5289323
Shammi,6,F,1931,/m/0dryh9k,/m/0gbzsb_,2,Q16092014
Rakhi Sawant,6,F,1978-11-25,,/m/0dv37j,2,Q3543017
K.K. Raina,6,M,,,/m/0jt5jg,2,Q6323460
Nazneen,6,F,,,/m/0gbxk_7,2,Q28939017
Anupam Shyam,6,M,1957-09-20,/m/0dryh9k,/m/0fqpb49,2,Q4777831
Chandrashekhar,6,M,1922-07-09,/m/0dryh9k,/m/02qndlj,2,Q5071457
Purab Kohli,6,M,1979-02-23,,/m/04gtmv4,2,Q7260793
I. S. Johar,6,M,1920-02-16,/m/0dryh9k,/m/0ccsjs,2,Q11108314
Simone Singh,6,F,1974-11-10,,/m/0bsc89,2,Q7520416
Baby Guddu,6,F,,,/m/0gb_8g1,2,Q201149
Shayan Munshi,6,M,,/m/0dryh9k,/m/03wfljf,2,Q7491645
Ajit Vachani,6,M,1951,/m/029f2r,/m/0k0bzk,2,Q4699811
Raja Bundela,6,M,,,/m/0dm3107,2,Q7285419
Nalini Jaywant,6,F,1926-02-18,/m/0dryh9k,/m/02w96xv,2,Q2926155
Sonakshi Sinha,6,F,1987-06-02,/m/0dryh9k,/m/05sx_xc,2,Q614907
Shyama,6,F,1935-06-07,,/m/05f8gsq,2,Q7505949
Bipin Gupta,6,M,1905-08-21,/m/0dryh9k,/m/0gbztyb,2,Q4915445
Rashid Khan,6,M,,/m/0dryh9k,/m/0b_qxrg,2,Q4666245
Beena Kak,6,F,1954-02-15,/m/0b79c7,/m/07tc2k,2,Q4879891
Hrishitaa Bhatt,6,F,1981-05-10,/m/0dryh9k,/m/025_kt2,2,Q3057324
Vivek Shauq,6,M,1963-06-21,/m/0dryh9k,/m/05zj3h7,2,Q7937602
Anant Mahadevan,6,M,,/m/04mvp8,/m/02x68cc,2,Q2845331
Mita Vashisht,6,F,1967-11-02,/m/0dryh9k,/m/090x1w,2,Q6880705
Deepa Sahi,6,F,1965,/m/0dryh9k,/m/02pmhhg,2,Q3021150
Savita Bajaj,6,F,,,/m/0gck8jq,2,
Vikram Gokhale,6,M,,,/m/0bjtyg,2,Q3633308
Abhay Deol,6,M,1976-03-15,/m/02sch9,/m/026ksyr,2,Q511589
Imtiaz Khan,6,M,,/m/0dryh9k,/m/0cgstp0,2,
Usha Nadkarni,6,F,,,/m/0gc0qfr,2,Q7901885
Moon Moon Sen,6,F,1948-03-28,/m/0bpjh3,/m/08t7tw,2,Q1609586
Geeta Bali,6,F,1930,/m/0bfrrj,/m/0c9st_,2,Q25607
Neetu Chandra,5,F,1984-06-20,/m/0cm7w1,/m/03cb13d,2,Q3535247
Kishore Sahu,5,M,1915-11-22,/m/0dryh9k,/m/05f7vg8,2,Q15452028
Suchitra Sen,4,F,1931-04-06,/m/0fqp6zk,/m/067ll2,2,Q467343
Satya Banerjee,4,M,,,/m/0j_30f,2,Q159758
Mukesh Khanna,4,M,1958-06-19,,/m/08s3jk,2,Q3522314
Nafisa Ali,4,F,1957-01-08,/m/0dryh9k,/m/07yw4b,2,Q3595559
Vivek Mushran,4,M,1969-08-09,,/m/03grrk9,2,Q7937588
Jennifer Kendal,4,F,1934-02-28,/m/0d7wh,/m/04tqzq,2,Q6052334
Kiran Juneja,4,F,,,/m/0cm85_y,2,Q6414804
Ayub Khan,4,M,1974,/m/09743,/m/05zhrvp,2,Q4831766
Parvin Dabas,4,M,1974-07-12,/m/0222hg,/m/03cc36k,2,Q15454102
Vineeta,4,F,,,/m/0gcglns,2,
Faisal Khan,4,M,1966-09,/m/0dryh9k,/m/07457s,2,Q5431069
Suchitra Pillai-Malik,4,F,1960-04-15,/m/03w9bjf,/m/0b6npsd,2,Q7632917
Dibyendu Bhattacharya,4,M,,,/m/0jvfy7,2,Q16200302
O.P. Ralhan,4,M,1925,/m/0dryh9k,/m/0dm308_,2,Q16013934
Tariq,4,M,,,/m/0dj2kb8,2,Q16202710
Shaheen Khan,4,F,,,/m/09tf4pl,2,Q7461581
Mahabanoo Mody-Kotwal,4,F,,,/m/0gbys79,2,Q3609881
Gurdas Maan,4,M,1957-01-04,,/m/01qj_k4,2,Q3694931
Ashwini Bhave,4,F,,,/m/026tth4,2,Q4806199
Jugal Hansraj,4,M,1972-07-26,/m/0dryh9k,/m/05d7qw,2,Q2347167
Divya Rana,4,F,,,/m/0k29wn,2,Q5284706
Kajal Kiran,4,F,,/m/0cqgdq,/m/09v6_4f,2,Q16730883
Nagesh Kukunoor,4,M,1967-03-30,,/m/087h_9,2,Q3633946
Ram Kapoor,3,M,1973-09-01,,/m/02r5l09,2,Q3635459
Varsha Usgaonkar,3,F,,,/m/0271dpr,2,Q7916120
Shashi Puri,3,M,,,/m/05t0bpk,2,Q12453859
Umesh Sharma,3,M,,,/m/0jvmxh,2,
Sailesh Kumar,3,M,,,/m/0gbxryl,2,
Mushtaq Khan,3,M,,,/m/0h3td9n,2,Q6941353
Ratnamala,3,F,,/m/0dryh9k,/m/0gc0svl,2,
Asha Sachdev,3,F,,,/m/080g_c3,2,Q4804517
Sandhya Roy,3,F,,,/m/02psm1k,2,Q7416296
Radha Saluja,3,F,,/m/0dryh9k,/m/0gcyvkz,2,Q7280192
Sarfaraz Khan,3,M,1976-04-22,,/m/0gbz3mz,2,Q7423871
Dev Kumar,3,M,,,/m/0gb_m8k,2,Q201149
Milind Soman,3,M,1965-11-04,,/m/06kh6q,2,Q3181904
Kabir Sadanand,3,M,,,/m/0gc028t,2,Q17414756
Smriti Mishra,3,F,,,/m/09rtr4k,2,Q7546544
Biswajit Chakraborty,3,M,,,/m/0dgsd62,2,Q4918622
Priti Sapru,3,F,1957-12-24,/m/0b79c7,/m/0gc2zgn,2,Q7245981
Aryan Vaid,3,M,1971-07-04,/m/0dryh9k,/m/0ktdtr,2,Q4802648
Upen Patel,3,M,1981-08-16,/m/03w9bjf,/m/0dm771,2,Q3494290
Bina Rai,3,F,1936-06-04,,/m/0ccljr,2,Q523103
Neeraj Sood,3,M,,,/m/0gdlyrh,2,Q60737186
Priya Rajvansh,3,F,1937,/m/0dryh9k,/m/0cfym4,2,Q7246473
Manohar Singh,3,M,1938,,/m/03d0nn7,2,Q15134222
Anurag Kashyap,3,M,1972-09-10,,/m/0285xqh,2,Q2839609
Snehal Dabi,3,M,,,/m/04q3bv5,2,Q16728329
Paidi Jairaj,3,M,1909-09-28,/m/0dryh9k,/m/03y5lfs,2,Q2043591
Ajinkya Deo,3,M,,/m/0dryh9k,/m/0gc5k13,2,Q4699751
Vijay Anand,3,M,1925-01-22,,/m/02g5bf,2,Q732416
Vishal Malhotra,3,M,1981-07-22,/m/0dryh9k,/m/06znml3,2,Q7935930
Vicky Ahuja,3,M,,/m/0dryh9k,/m/0gc9cv_,2,Q590
Kalki Koechlin,3,F,1983-01-09,/m/03ts0c,/m/05h2g0r,2,Q3192216
Arya Babbar,3,M,1981-01-04,/m/0dryh9k,/m/02qjhhd,2,Q2752875
Javed Khan,3,M,,,/m/080ppkr,2,Q6165311
Puru Raajkumar,3,M,,,/m/03crflr,2,Q7261613
Vivek Vaswani,3,M,1972,,/m/0b76w8c,2,Q3561514
Kunal Kumar,3,M,,,/m/0gc2w2g,2,Q6444163
Badri Prasad,3,M,,,/m/0ccblms,2,
Shefali Shah,3,F,1974-07,/m/0dryh9k,/m/02pt_b1,2,Q7492560
Mandira Bedi,3,F,1972-04-15,/m/03fvrb,/m/03bp3h,2,Q2721868
Ameeta,3,F,,/m/0dryh9k,/m/03c6m4w,2,Q4742143
S.K. Prem,3,M,,,/m/0gbwws_,2,Q6142769
Shahana Goswami,3,F,1986-05-06,,/m/04jd5lh,2,Q11303319
Alaknanda Roy,3,F,,,/m/0j_c08,2,Q173022
Ehsan Khan,3,M,,/m/0dryh9k,/m/0gbzb_9,2,Q270497
Shehzad Khan,3,M,,,/m/073rv1,2,Q7492859
Tulip Joshi,3,F,1979-09-11,,/m/0861_l,2,Q7852064
Vipin Sharma,3,M,,/m/0dryh9k,/m/05f5bt3,2,Q7933494
Anjana Mumtaz,3,F,,/m/0dryh9k,/m/0g8p5s5,2,Q12412964
Imran Khan,3,M,1983-01-13,/m/04gfy7,/m/043nt7h,2,Q312781
Chitrangada Singh,3,F,1976-03-28,/m/078vc,/m/0chjyv,2,Q5102344
Pranoti Ghosh,3,F,,,/m/0gb_mq3,2,Q81230
Mubarak,3,M,1909-01-30,,/m/0gbx5k1,2,Q1568564
Sharbani Mukherjee,3,F,1983,/m/0dryh9k,/m/084rp8,2,Q7489442
Simple Kapadia,3,F,1958-08-15,/m/0g0x7_,/m/0c6876,2,Q7520685
Vishwa S. Badola,3,F,,,/m/0k3_43,2,Q10810
Yuvika Choudhary,3,F,1985-11-06,/m/0dryh9k,/m/03d0nwt,2,Q8062169
Rajshree,3,F,1945,/m/0dryh9k,/m/0cpnt7,2,Q7286437
Rajendra Gupta,3,M,,/m/0dryh9k,/m/04jfp_k,2,Q2003979
Shamita Shetty,3,F,1979-02-02,/m/074w_m,/m/05d7pg,2,Q2393916
Nawazuddin Siddiqui,3,M,1974,,/m/064kw3f,2,Q2995800
Kushaal Paunjabi,3,M,,/m/0dryh9k,/m/0gc6ksd,2,Q6447875
Atul Parchure,3,M,,,/m/0gbzx6d,2,Q4818794
Tanisha Mukherjee,3,F,1978-01-01,/m/0dryh9k,/m/07_mtj,2,Q146830
Harsh Chhaya,3,M,,/m/0f0gt_,/m/0gbxsj1,2,Q16200503
Vikas Bhalla,3,M,1978-10-24,/m/0dryh9k,/m/06_w4z_,2,Q2841613
Siddarth Jadhav,3,M,1981-10-23,,/m/05s_gg2,2,Q2190510
Sumita Sanyal,3,F,1945-10-09,/m/0bpjh3,/m/02pskbk,2,Q7637150
Kashmira Shah,3,F,1970-12-02,/m/0cqgdq,/m/02qgsjt,2,Q6374451
Kitu Gidwani,3,F,1957-10-22,/m/029f2r,/m/0ff_01,2,Q3634967
Shakti Samanta,3,M,1926-01-13,,/m/07g039,2,Q1397481
Rakesh Pandey,3,M,,,/m/0g8p5rm,2,Q7286616
Barry John,3,M,1944,/m/0d7wh,/m/080g6w_,2,Q4864354
Kalpana Kartik,3,F,,,/m/0d27_8,2,Q6354365
Rahul Roy,3,M,1968-02-09,,/m/04xg7s,2,Q7283617
Kamal Deep,3,M,,,/m/0g9pvyf,2,
Sudhir Pandey,3,M,,,/m/0gb_cst,2,Q15697622
