Actor_name,connectivity,actor_gender,Actor_date_of_birth,Actor_ethnicity,Freebase_actor_ID,community
William Demarest,63,M,1892-02-27,,/m/0436zq,2
Robert Livingston,63,M,1904-12-09,,/m/09c_46,2
Jerry Lewis,62,M,1926-03-16,/m/09kr66,/m/0427y,2
Reginald Owen,61,M,1887-08-05,,/m/0b47ns,2
Frank Sinatra,60,M,1915-12-12,/m/0xnvg,/m/02_fj,2
Dale Evans,60,F,1912-10-31,,/m/02jq56,2
William Powell,59,M,1892-07-29,,/m/012dr7,2
Henry Fonda,58,M,1905-05-16,/m/07mqps,/m/0cj8x,2
Raymond Hatton,58,M,1887-07-07,,/m/0f3hp6,2
Bob Nolan,58,M,1908-04-13,,/m/04sz1q,2
"Harry Carey, Jr.",58,M,1921-05-16,,/m/05cr66,2
Boris Karloff,57,M,1887-11-23,/m/0d7wh,/m/0hpz8,2
Walter Brennan,57,M,1894-07-25,,/m/02f6s3,2
Frank McHugh,57,M,1898-05-23,,/m/026hskb,2
Donald Crisp,56,M,1882-07-27,,/m/03bdm4,2
Ward Bond,56,M,1903-04-09,,/m/02hfsd,2
Edward Arnold,54,M,1890-02-18,,/m/05c0t6,2
James Cagney,53,M,1899-07-17,/m/033tf_,/m/0432b,2
Jack Elam,53,M,1920-11-13,,/m/05v45k,2
Keenan Wynn,52,M,1916-07-27,/m/033tf_,/m/04264n,2
Andy Devine,52,M,1905-10-07,,/m/0156y1,2
Dick Powell,52,M,1904-11-14,,/m/01d5vk,2
Béla Lugosi,52,M,1882-10-20,/m/08hpk0,/m/01l3j,2
Van Johnson,50,M,1916-08-25,/m/07mqps,/m/049tjg,2
Bing Crosby,50,M,1903-05-03,/m/033tf_,/m/01vsy9_,2
"Lon Chaney, Jr.",50,M,1906-02-10,,/m/011xjd,2
Peter Lorre,50,M,1904-06-26,/m/041rx,/m/0h326,2
Barbara Stanwyck,50,F,1907-07-16,,/m/0bw6y,2
Grant Withers,49,M,1905-01-17,,/m/0fj_nl,2
Spencer Tracy,49,M,1900-04-05,/m/033tf_,/m/0cf2h,2
Anthony Quinn,48,M,1915-04-21,/m/01g7zj,/m/0b_fw,2
Harry Morgan,47,M,1915-04-10,,/m/02h0f3,2
Randolph Scott,47,M,1898-01-23,,/m/014y_c,2
Fred Astaire,46,M,1899-05-10,/m/01qhm_,/m/0h953,2
Walter Pidgeon,46,M,1897-09-23,,/m/012j8z,2
Smiley Burnette,45,M,1911-03-18,,/m/05kj4d,2
Judy Garland,45,F,1922-06-10,/m/033tf_,/m/0g10g,2
Ginger Rogers,44,F,1911-07-16,,/m/0h7dd,2
Cary Grant,44,M,1904-01-18,,/m/09qh1,2
Maureen O'Hara,43,F,1920-08-17,/m/03bkbh,/m/01j5tb,2
Henry O'Neill,43,M,1891-08-10,,/m/090051,2
Shirley Temple,43,F,1928-04-23,/m/02w7gg,/m/03d9v8,2
Franklin Pangborn,43,M,1889-01-23,,/m/079bl5,2
Joan Blondell,43,F,1906-08-30,,/m/01kgg9,2
Olivia de Havilland,42,F,1916-07-01,/m/03vv99,/m/0m6x4,2
George Kennedy,42,M,1925-02-18,,/m/02wrrm,2
Doris Day,42,F,1924-04-03,,/m/029ql,2
Claudette Colbert,42,F,1903-09-13,,/m/0gmtm,2
Orson Welles,42,M,1915-05-06,,/m/05kh_,2
Glenn Ford,41,M,1916-05-01,/m/07bch9,/m/02_01w,2
Esther Williams,41,F,1921-08-08,,/m/03mrpz,2
Ann Sheridan,40,F,1915-02-21,,/m/02l0kp,2
Roy Barcroft,40,M,1902-09-07,,/m/02qjwq_,2
Kurt Russell,40,M,1951-03-17,,/m/01g969,2
Burt Lancaster,39,M,1913-11-02,,/m/01g42,2
Lucille Ball,39,F,1911-08-06,/m/07bch9,/m/04nw9,2
Ernest Borgnine,39,M,1917-01-24,,/m/015d3h,2
Gene Kelly,38,M,1912-08-23,,/m/036jb,2
Paul Fix,38,M,1901-03-13,,/m/0d2jdq,2
Guy Kibbee,38,M,1882-03-06,,/m/0c1nd2,2
Jack Carson,38,M,1910-10-27,,/m/07crf5,2
Leon Ames,38,M,1902-01-20,,/m/02xgyk,2
Dorothy Lamour,38,F,1914-12-10,/m/033tf_,/m/01ty7_y,2
John Litel,37,M,1892-12-30,,/m/088v88,2
Tony Curtis,37,M,1925-06-03,/m/08hpk0,/m/0hwqg,2
Aubrey Smith,36,M,1863-07-21,,/m/04t52j,2
Joel McCrea,36,M,1905-11-05,,/m/02mtxm,2
Richard Widmark,36,M,1914-12-26,,/m/02x08c,2
Dana Andrews,36,M,1909-01-01,,/m/014zn0,2
Lana Turner,35,F,1921-02-08,,/m/018fmr,2
Billie Burke,35,F,1884-08-07,,/m/02gdtw,2
Spring Byington,35,F,1886-10-17,,/m/079pn3,2
"Noah Beery, Sr.",34,M,1882-01-17,,/m/05rm4w,2
Edgar Buchanan,34,M,1903-03-20,,/m/05qzxw,2
George Tobias,34,M,1901-07-14,,/m/05knjt,2
Rock Hudson,34,M,1925-11-17,,/m/015dcj,2
June Allyson,32,F,1917-10-07,,/m/01d6jf,2
George Brent,32,M,1899-03-15,,/m/033htq,2
Gene Autry,32,M,1907-09-29,,/m/017zng,2
George Sanders,32,M,1906-07-03,,/m/02cj_f,2
Lionel Atwill,32,M,1885-03-01,,/m/06ljy0,2
Peter Lawford,32,M,1923-09-07,,/m/0202p_,2
Frank Morgan,32,M,1890-06-01,,/m/012dpb,2
Adolphe Menjou,32,M,1890-02-18,,/m/012c6j,2
Cyd Charisse,32,F,1922-03-08,,/m/039vv_,2
Robert Young,32,M,1907-02-22,/m/03bkbh,/m/018qql,2
Pat O'Brien,31,M,1899-11-11,/m/033tf_,/m/06y9_x,2
Ray Milland,31,M,1907-01-03,,/m/0f0p0,2
Norma Shearer,31,F,1902-08-10,/m/0g8_vp,/m/0gmv3,2
Ann Rutherford,31,F,1917-11-02,,/m/03ctbl,2
Ben Johnson,31,M,1918-06-13,,/m/028lc8,2
Cesar Romero,31,M,1907-02-15,/m/04dbw3,/m/022q4j,2
Fredric March,30,M,1897-08-31,,/m/0h1_w,2
Greta Garbo,30,F,1905-09-18,/m/06mvq,/m/0h14h,2
Claude Rains,30,M,1889-11-10,,/m/0h1q6,2
Akim Tamiroff,30,M,1899-10-29,,/m/04jxlw,2
Jean Hersholt,30,M,1886-07-12,/m/0dqqwy,/m/0hglv,2
Brian Donlevy,29,M,1901-02-09,,/m/03kd1c,2
Jerome Cowan,29,M,1897-10-06,,/m/06kq1h,2
Samuel S. Hinds,29,M,1875-04-04,,/m/05bdnpb,2
Robert Montgomery,29,M,1904-05-21,,/m/034cj9,2
John Qualen,28,M,1899-12-08,/m/04f581,/m/07z586,2
Jean Harlow,28,F,1911-03-03,,/m/01qzdl,2
John 'Dusty' King,27,M,1909-07-11,,/m/05zmbvr,2
Jane Darwell,27,F,1879-10-15,,/m/039nmy,2
Alice Faye,26,F,1915-05-05,/m/033tf_,/m/032xfz,2
John Barrymore,26,M,1882-02-15,,/m/0ht_k,2
Jean Arthur,26,F,1900-10-17,,/m/018s7v,2
Nat Pendleton,26,M,1895-08-09,,/m/033h24,2
Franchot Tone,26,M,1905-02-27,,/m/012dtf,2
Alfred Hitchcock,26,M,1899-08-13,/m/02g7sp,/m/0j_c,2
Maureen O'Sullivan,26,F,1911-05-17,,/m/01cqh7,2
Royal Dano,26,M,1922-11-16,,/m/06_4b8,2
Debbie Reynolds,26,F,1932-04-01,/m/07hwkr,/m/01mmslz,2
Thomas Mitchell,25,M,1892-07-11,,/m/039xcr,2
Sidney Toler,25,M,1874-04-28,,/m/06jv04,2
S.Z. Sakall,25,M,1883-02-02,,/m/09k292,2
Betty Grable,25,F,1916-12-18,,/m/01ty7ll,2
Charles Coburn,25,M,1877-06-19,,/m/03bgmn,2
Tully Marshall,25,M,1864-04-10,,/m/06mwbj,2
Joseph Cotten,25,M,1905-05-15,,/m/044bn,2
Roddy McDowall,25,M,1928-09-17,,/m/015rhv,2
Johnny Weissmuller,25,M,1904-06-02,/m/0ffj5g,/m/04709,2
Earl Dwire,25,M,1883-10-03,,/m/02w7qh1,2
Telly Savalas,25,M,1922-01-21,/m/038723,/m/01m42d0,2
Reginald Denny,24,M,1891-11-20,,/m/08zdk2,2
Mantan Moreland,24,M,1902-09-03,/m/0x67,/m/0ckhnl,2
Edward Everett Horton,24,M,1886-03-18,,/m/0197p7,2
Porter Hall,24,M,1888-09-19,,/m/09bx4t,2
John Garfield,24,M,1913-03-04,,/m/013846,2
Charles Boyer,24,M,1899-08-28,,/m/0p9gg,2
Allen Jenkins,24,M,1900-04-09,,/m/04y2g4,2
Alan Ladd,23,M,1913-09-03,,/m/02knnd,2
Jim Backus,23,M,1913-02-25,,/m/01k76k,2
Al Bridge,23,M,1891-02-26,,/m/0gnkff,2
Douglass Dumbrille,23,M,1889-10-13,,/m/02mczq,2
Fred MacMurray,23,M,1908-08-30,,/m/0ly5n,2
Duncan Renaldo,23,M,1904-04-23,,/m/05ddbw,2
Charles Ruggles,23,M,1886-02-08,,/m/0337dn,2
Fay Holden,23,F,1893-09-26,,/m/04glbft,2
Marilyn Monroe,22,F,1926-06-01,/m/04f581,/m/04wqr,2
Regis Toomey,22,M,1898-08-13,,/m/088fdd,2
Holmes Herbert,22,M,1882-07-30,,/m/03crsrm,2
Jack Oakie,22,M,1903-11-12,,/m/04x946,2
L. Q. Jones,22,M,1927-08-19,,/m/05dqdk,2
R.G. Armstrong,22,M,1917-04-07,,/m/026ylcz,2
Beulah Bondi,22,F,1888-05-03,,/m/04c98w,2
Eric Blore,22,M,1887-12-23,,/m/030czv,2
Monte Blue,22,M,1887-01-11,,/m/0dxdcm,2
Mary Gordon,22,F,1882-05-16,,/m/02z28y7,2
Kay Francis,22,F,1905-01-13,,/m/02_wnq,2
"Sammy Davis, Jr.",22,M,1925-12-08,/m/0x67,/m/01bmlb,2
Glenn Strange,22,M,1899-08-16,,/m/033hpb,2
Ida Lupino,21,F,1918-02-04,,/m/02c7lt,2
Richard Jaeckel,21,M,1926-10-10,,/m/030jrr,2
Martin Balsam,21,M,1919-11-04,/m/041rx,/m/034q3l,2
Arthur Loft,21,M,1897-05-25,,/m/04cxryj,2
Sammy McKim,21,M,1924-12-20,,/m/02x2csl,2
John Gilbert,21,M,,,/m/0h8km99,2
Henry Daniell,21,M,1894-03-05,,/m/089bcy,2
"Noah Beery, Jr.",21,M,1913-08-10,,/m/05rms6,2
Red Skelton,21,M,1913-07-18,,/m/01t9qj_,2
Dennis Hoey,21,M,1893-03-30,,/m/05h5dlr,2
Edward G. Robinson,21,M,1893-12-12,/m/041rx,/m/017g2y,2
Wallace Reid,21,M,1891-04-15,,/m/03q8vb,2
Agnes Moorehead,21,F,1900-12-06,,/m/01csrl,2
Henry Stephenson,20,M,1871-04-16,,/m/0krskg,2
Virginia Mayo,20,F,1920-11-30,,/m/03y66q,2
LeRoy Mason,20,M,1903-07-02,,/m/02w9y3v,2
Stanley Ridges,20,M,1890-07-17,,/m/02qtzlf,2
Gene Tierney,20,F,1920-11-19,,/m/018sgr,2
William Wellman Jr.,20,M,1937-01-20,,/m/05pxprq,2
Tyrone Power,19,M,1914-05-05,/m/06v41q,/m/02s58t,2
John McIntire,19,M,1907-06-27,,/m/0781h4,2
Emma Dunn,19,F,1875-02-26,,/m/03cs3js,2
Slim Pickens,19,M,1919-06-29,,/m/0hn04,2
Sydney Greenstreet,19,M,1879-12-27,,/m/01kgfy,2
Paul Newman,19,M,1925-01-26,/m/027n1m6,/m/0d6d2,2
John Payne,19,M,1912-05-23,,/m/05vfcj,2
Una O'Connor,19,F,1880-10-23,,/m/04ykv3,2
Fred Williamson,19,M,1938-03-05,/m/0x67,/m/03vrv9,2
Charles Laughton,19,M,1899-07-01,,/m/0gpmp,2
Fay Wray,19,F,1907-09-15,,/m/02ysx,2
Billy Barty,19,M,1924-10-25,,/m/02y3dh,2
Barton MacLane,19,M,1902-12-25,,/m/06k743,2
Marjorie Main,19,F,1890-02-24,,/m/02h71m,2
Laraine Day,19,F,1920-10-13,,/m/08b8vd,2
Warren William,18,M,1894-12-02,,/m/08_pbl,2
Elmer,18,M,,,/m/0gbmnd_,2
Walter Kingsford,18,M,1882-09-20,,/m/03hg8jx,2
Conrad Nagel,18,M,1897-03-16,,/m/06wnf6,2
Eve Arden,18,F,1908-04-30,,/m/02tl9,2
Anne Baxter,18,F,1923-05-07,,/m/019l3m,2
Lew Ayres,18,M,1908-12-28,,/m/01386m,2
Sara Haden,18,F,1899-11-17,,/m/0fjfvp,2
Jane Frazee,18,F,1918-07-18,,/m/04cyg9f,2
Harry Woods,18,M,1889-05-05,,/m/02x28by,2
Shelley Winters,18,F,1920-08-18,/m/041rx,/m/019l68,2
Martha Raye,18,F,1916-08-27,,/m/01ppr7_,2
William Bendix,18,M,1906-01-14,,/m/02l_n5,2
Leslie Nielsen,18,M,1926-02-11,/m/0cnvdq1,/m/0fb7c,2
H. B. Warner,18,M,1875-10-26,,/m/04jxzf,2
Kathleen Freeman,18,F,1919-02-17,,/m/06nrh1,2
Mary Astor,18,F,1906-05-03,/m/063k3h,/m/02qhm3,2
Frederick Worlock,17,M,1886-12-14,,/m/0k1jvq,2
Paulette Goddard,17,F,1910-06-03,,/m/01_2n6,2
James Garner,17,M,1928-04-07,/m/07hwkr,/m/016kkx,2
Ronald Reagan,17,M,1911-02-06,/m/07bch9,/m/06c0j,2
Carole Lombard,17,F,1908-10-06,,/m/0c2ry,2
Hattie McDaniel,17,F,1895-06-10,/m/0x67,/m/0mzhd,2
Victor McLaglen,17,M,1886-12-10,,/m/0cbf0,2
Shirley MacLaine,17,F,1934-04-24,,/m/01w1kyf,2
Red Buttons,17,M,1919-02-05,/m/041rx,/m/02_k_x,2
Loretta Young,17,F,1913-01-06,,/m/01934k,2
J. Carrol Naish,17,M,1896-01-21,/m/033tf_,/m/04f6fn,2
Janet Gaynor,17,F,1906-10-06,,/m/0cf3c,2
Joe Flynn,17,M,1924-11-08,,/m/0cyjzn,2
Jack Warden,17,M,1920-09-18,,/m/02wr6r,2
Kathryn Grayson,17,F,1922-02-09,,/m/01wd_n5,2
Bob Denver,17,M,1935-01-09,,/m/018hgr,2
Louis Calhern,17,M,1895-02-19,,/m/014kbz,2
Angela Lansbury,16,F,1925-10-16,/m/0d7wh,/m/0161h5,2
Warren Oates,16,M,1928-07-05,,/m/049tcm,2
Greer Garson,16,F,1904-09-29,/m/07bch9,/m/0h1s0,2
Maurice Chevalier,16,M,1888-09-12,,/m/01jqtg9,2
Dawn Wells,16,F,1938-10-18,,/m/03815q,2
Walter Miller,16,M,1892-03-09,,/m/03c37x0,2
Dennis Morgan,16,M,1908-12-20,/m/06mvq,/m/0br9vt,2
Patrick Wayne,16,M,1939-07-15,,/m/0990gy,2
Gene Lockhart,16,M,1891-07-18,,/m/04qyk7,2
George Bancroft,16,M,1882-09-30,,/m/03jl2r,2
Alan Mowbray,16,M,1896-08-18,,/m/05p3dw,2
Joan Leslie,16,F,1925-01-26,,/m/056jp0,2
George Raft,16,M,1901-09-26,,/m/033hqf,2
Clara Bow,16,F,1905-07-29,,/m/0qksf,2
Tom London,16,M,1889-08-24,,/m/03zrvd,2
William Frawley,16,M,1887-02-26,,/m/01m5lf,2
Paul Harvey,15,M,1882-09-10,,/m/03csbls,2
George Zucco,15,M,1886-01-11,,/m/0dnp29,2
Raymond Massey,15,M,1896-08-30,,/m/012j5h,2
Lena Horne,15,F,1917-06-30,/m/0x67,/m/01n44c,2
Hugh Herbert,15,M,1887-08-10,,/m/0f45yl,2
"Alan Hale, Jr.",15,M,1921-03-08,,/m/02qn4z,2
Virginia Grey,15,F,1917-03-22,,/m/03lmwp,2
James Gleason,15,M,1882-05-23,,/m/04x9b0,2
Natalie Schafer,15,F,1900-11-05,,/m/02g_b8,2
Jill Ireland,15,F,1936-04-24,,/m/05vy5j,2
Lois Wilson,15,F,1894-06-28,,/m/087p6r,2
Grant Mitchell,15,M,1874-06-17,,/m/03c35wj,2
Walter Huston,15,M,1883-04-05,,/m/012dtw,2
Keye Luke,15,M,1904-06-18,,/m/01y2rq,2
Russell Johnson,15,M,1924-11-10,,/m/03scp0,2
Bruce Cabot,15,M,1904-04-20,,/m/0445xn,2
Kirk Douglas,15,M,1916-12-09,/m/09kr66,/m/0j582,2
Katharine Hepburn,15,F,1907-05-12,,/m/0bw87,2
Warner Oland,15,M,1879-10-03,,/m/0447ft,2
Robert Warwick,15,M,1878-10-09,,/m/07mw50,2
Van Heflin,15,M,1910-12-13,,/m/03bggl,2
Richard Bakalyan,14,M,1931-01-29,,/m/02pj61d,2
Johnny Sheffield,14,M,1931-04-11,,/m/0310rp,2
Strother Martin,14,M,1919-03-26,,/m/021wjl,2
John Hoyt,14,M,1905-10-05,,/m/081z2l,2
Frankie Darro,14,M,1917-12-22,,/m/06b2ht,2
Ruby Keeler,14,F,1910-08-25,,/m/019wrj,2
Judith Hoag,14,F,1968-06-29,,/m/0d4zb6,2
Pat Brady,14,M,1914-12-31,,/m/05zbj9,2
Eleanor Boardman,14,F,1898-08-19,,/m/03xyt2,2
Robert Vaughn,14,M,1932-11-22,,/m/01hbq0,2
Jay C. Flippen,14,M,1899-03-06,,/m/06plnr,2
Joey Zimmerman,14,M,1986-06-10,/m/041rx,/m/061wbb,2
William Haines,13,M,1900-01-02,,/m/02qq68,2
Ramón Novarro,13,M,1899-02-06,/m/09k5jvk,/m/02qhrg,2
Edmund Gwenn,13,M,1877-09-26,,/m/03bpcj,2
Carmen Miranda,13,F,1909-02-09,,/m/0ddlf,2
Billy De Wolfe,13,M,1907-02-18,,/m/0279f4k,2
Veronica Lake,13,F,1922-11-14,/m/033tf_,/m/01xm6k,2
William Holden,13,M,1918-04-17,,/m/012v9y,2
Charles Drake,13,M,1917-10-02,,/m/02w8sd,2
Dan Duryea,13,M,1907-01-23,,/m/05c1cm,2
Elsa Lanchester,13,F,1902-10-28,,/m/015g36,2
Jon Hall,13,M,1915-02-23,,/m/05dtr6,2
Evelyn Brent,13,F,1901-10-20,,/m/03q92v,2
Gordon MacRae,13,M,1921-03-12,,/m/01m2gwz,2
Mona Freeman,13,F,1926-06-09,,/m/074yjn,2
Edward Brophy,13,M,1895-02-27,,/m/05rg82,2
Wade Boteler,13,M,1888-10-03,,/m/02x2pfc,2
Arthur Treacher,13,M,1894-07-23,,/m/020csj,2
Raymond Walburn,13,M,1887-09-09,,/m/0f_6zq,2
Victor Sen Yung,13,M,1915-10-18,,/m/04cvwk,2
Sally Payne,13,F,1912-09-05,,/m/043ntqz,2
Steve McQueen,13,M,1930-03-24,/m/07bch9,/m/012cj0,2
Binnie Barnes,12,F,1903-05-25,/m/041rx,/m/074n6v,2
Robert Preston,12,M,1918-06-08,,/m/02l5mv,2
Lucile Watson,12,F,1879-05-27,,/m/079qlq,2
Kimberly J. Brown,12,F,1984-11-16,,/m/05vf0s,2
Tom Laughlin,12,M,1931-08-10,,/m/03zwzt,2
Miles Mander,12,M,1888-05-14,,/m/0kr_dg,2
Edna May Oliver,12,F,1883-11-09,,/m/04bjn7,2
Michael McGreevey,12,M,1948-02-07,,/m/0dm3jpl,2
Morris Ankrum,12,M,1896-08-28,,/m/0c8fy1,2
Marcel Dalio,12,M,1900-07-17,/m/041rx,/m/07hp1y,2
Emily Roeske,12,F,1991-07-15,,/m/0h3gcy,2
Herbert Marshall,12,M,1890-05-23,,/m/04xxwy,2
Susan Hayward,12,F,1917-06-30,/m/065b6q,/m/01938t,2
Anita Page,12,F,1910-08-04,,/m/02tg57,2
Nancy Kelly,12,F,1921-03-25,,/m/01b1br,2
Shirley Jean Rickert,12,F,1926-03-25,,/m/0gz83t,2
Janet Leigh,12,F,1927-07-06,,/m/01hkck,2
Jean Peters,12,F,1926-10-15,,/m/04q3w0,2
Jeanette MacDonald,12,F,1903-06-18,,/m/02hs3p,2
Denver Pyle,12,M,1920-05-11,,/m/036t_f,2
Benson Fong,12,M,1916-10-10,/m/0d2by,/m/03r2xh,2
James Coburn,12,M,1928-08-31,,/m/01337_,2
Gene Nelson,12,M,1920-03-24,,/m/09cz9s,2
O. J. Simpson,12,M,1947-07-09,/m/0x67,/m/016mbz,2
Moroni Olsen,12,M,1889-06-27,,/m/0g6zr3,2
Irene Dunne,12,F,1898-12-20,,/m/0183xv,2
Pauline Moore,12,F,1914-06-14,,/m/03d93my,2
Ed Williams,12,M,,,/m/01xrv53,2
Lynne Overman,12,M,1887-09-19,,/m/0h160n,2
Priscilla Presley,12,F,1945-05-24,/m/063k3h,/m/01dml6,2
Alexis Smith,11,F,1921-06-08,,/m/03wg5w,2
Chill Wills,11,M,1902-07-18,,/m/04yn6q,2
Clayton Moore,11,M,1914-09-14,,/m/03y6y2,2
Lafe McKee,11,M,1872-01-23,,/m/02wbvgd,2
James Arness,11,M,1923-05-26,/m/09zyn5,/m/036jp8,2
Julius Tannen,11,M,1880-05-16,,/m/0h2gfq,2
Don Ameche,11,M,1908-05-31,,/m/02l0xc,2
Joanne Woodward,11,F,1930-02-27,,/m/01bj6y,2
Gerald Hamer,11,,1886-11-16,,/m/0cgryl7,2
Lynne Roberts,11,F,1922-11-22,,/m/06_t89,2
Roland Young,11,M,1887-11-11,,/m/04jy08,2
Renée Adorée,11,F,1898-09-30,,/m/02l53h,2
Anna Lee,11,F,1913-01-02,,/m/030kkn,2
Charles Farrell,11,M,1901-08-09,,/m/0cwj7d,2
David Manners,11,M,1900-04-30,,/m/04d782,2
David McCallum,11,M,1933-09-19,,/m/01wgx4,2
Jeffrey Lynn,11,M,1909-02-16,,/m/04ykm7,2
Jane Wyman,10,F,1917-01-05,,/m/01933d,2
Priscilla Lane,10,F,1915-06-12,,/m/05nt008,2
Joan Bennett,10,F,1910-02-27,,/m/02m30v,2
Charles Grapewin,10,M,1869-12-20,,/m/04_b5q,2
Harry Davenport,10,M,1866-01-19,,/m/0266wpg,2
Arthur O'Connell,10,M,1908-03-29,,/m/04yn21,2
Helen Westley,10,F,1875-03-28,,/m/02vxb1m,2
Margaret Sullavan,10,F,1909-05-16,,/m/018qlp,2
John Loder,10,M,1898-01-03,,/m/0fxydw,2
Lauren Bacall,10,F,1924-09-16,/m/048z7l,/m/01mqz0,2
William A. Wellman,10,M,1896-02-29,,/m/06n9lt,2
Rosalind Russell,10,F,1907-06-04,/m/033tf_,/m/018qpb,2
Allene Ray,10,F,1901-01-02,,/m/027r0fk,2
Elisha Cook Jr.,10,M,1903-12-26,,/m/05c934,2
Robert Cummings,10,M,1910-06-09,,/m/04qxvw,2
Kay Hughes,10,F,1914-01-16,,/m/026w36w,2
Wendy Barrie,10,F,1912-04-18,,/m/0870zb,2
Anne Gwynne,10,F,1918-12-10,,/m/09rxfb,2
Arthur Kennedy,10,M,1914-02-17,,/m/014kg4,2
Nelson Eddy,10,M,1901-06-29,,/m/01jqthq,2
Margaret O'Brien,10,F,1937-01-15,,/m/03d9sv,2
Angie Dickinson,10,F,1931-09-30,,/m/02lyx4,2
Edmund Cobb,10,M,1892-06-23,,/m/03c9pcl,2
Ray Collins,10,M,1889-12-10,,/m/06ybgd,2
George C. Scott,10,M,1927-10-18,/m/02ctzb,/m/0l786,2
Christopher George,10,M,1931-02-25,,/m/07pkpm,2
J. Edward Bromberg,10,M,1903-12-25,,/m/06p6pc,2
Gale Page,10,F,1913-07-29,,/m/04yk_2,2
Glenda Farrell,10,F,1904-06-30,,/m/033q_9,2
Tim Conway,10,M,1933-12-15,,/m/01nrgq,2
Slim Summerville,10,M,1892-07-10,,/m/0gdjzf,2
Victor Francen,10,M,1888-08-05,,/m/027fmr_,2
Vera Miles,10,F,1930-08-23,,/m/03lnqj,2
Wendell Corey,10,M,1914-03-20,,/m/057k43,2
Willard Robertson,10,M,1886-01-01,,/m/0415v68,2
Farley Granger,10,M,1925-07-01,,/m/03tnq5,2
Claire Trevor,10,F,1910-03-08,/m/03bkbh,/m/01_lby,2
María Montez,10,F,1912-06-06,/m/027vy0s,/m/02s9tl,2
Richard Arlen,10,M,1899-09-01,,/m/05bwd6,2
Madeleine Carroll,9,F,1906-02-26,,/m/01q6jy,2
Dick Foran,9,M,1910-06-18,,/m/0f2wdc,2
Dave Sharpe,9,M,1910-02-02,,/m/02x5ztx,2
Chubby Johnson,9,M,1903-08-13,,/m/0fqqcz,2
Joan Woodbury,9,F,1915-12-17,,/m/03h2qbr,2
Harry Cording,9,M,1891-04-26,,/m/03y8mf2,2
Gordon Jones,9,M,1911-04-05,,/m/0gn605,2
Laird Cregar,9,M,1913-07-28,/m/07bch9,/m/05g95h,2
Montagu Love,9,M,1877-03-15,,/m/0ks3qz,2
Zachary Scott,9,M,1914-02-21,,/m/02s_02,2
Sabu Dastagir,9,M,1924-01-27,/m/01336l,/m/06k5vz,2
Dorothy Malone,9,F,1925-01-30,,/m/033p3_,2
Kevin Sorbo,9,M,1958-09-24,,/m/0jt9z,2
Mae Clarke,9,F,1910-08-16,,/m/07ncw4,2
Mary Philips,9,F,1901-01-23,,/m/04664ng,2
Hugh Farr,9,M,1903-12-06,,/m/0gcfvqk,2
Ann Sothern,9,F,1909-01-22,,/m/02l0sf,2
Warren Beatty,9,M,1937-03-30,,/m/0gyx4,2
Ken Curtis,9,M,1916-07-02,,/m/032y22,2
Henry Travers,9,M,1874-03-05,,/m/04x9c1,2
Dan Dailey,9,M,1915-12-14,,/m/0266dgn,2
Yvonne De Carlo,9,F,1922-09-01,,/m/033hwk,2
Jay Silverheels,9,M,1912-05-26,/m/01sq7s,/m/019wrw,2
Paul Cavanagh,9,M,1888-12-08,,/m/03gw1kz,2
Fay Bainter,9,F,1893-12-07,,/m/018qkz,2
Karen Morley,9,F,1909-12-12,,/m/033jd0,2
May Robson,9,F,1858-04-19,,/m/01845d,2
Willis Bouchey,9,M,1907-05-24,,/m/0h66tr,2
Audie Murphy,9,M,1924-06-20,,/m/01_nh0,2
Jerry Colonna,9,M,1904-09-17,,/m/01vgx3r,2
Brian Keith,9,M,1921-11-14,,/m/02zyq6,2
Cecilia Parker,9,F,1914-04-26,,/m/02q7wxb,2
Charles Bickford,9,M,1891-01-01,,/m/0438dl,2
Leonid Kinskey,9,M,1903-04-18,,/m/02rzk21,2
Larry Storch,9,M,1923-01-08,,/m/02n5qy,2
Margaret Lindsay,9,F,1910-09-19,,/m/080bms,2
Arthur Hohl,9,M,1889-05-21,,/m/0d3nx3,2
Lumsden Hare,9,M,1874-10-17,,/m/06zrdkc,2
Marlene Dietrich,9,F,1901-12-27,/m/01qhm_,/m/012gbb,2
Jimmy Conlin,9,M,1884-10-14,,/m/0bqqvw,2
Stephen Tobolowsky,9,M,1951-05-30,,/m/05w1vf,2
Mike Mazurki,9,M,1907-12-25,,/m/06djgd,2
Marjorie Rambeau,9,F,1889-07-15,,/m/079q2l,2
Cornel Wilde,9,M,1912-10-13,/m/041rx,/m/01380_,2
Robert Armstrong,9,M,1890-11-20,,/m/08c1f5,2
Jim Brown,9,M,1936-02-17,/m/0x67,/m/02bf2s,2
Henry Jones,9,M,1912-08-01,,/m/07vtjp,2
Cameron Mitchell,9,M,1918-11-04,,/m/07tvwy,2
Pierre Watkin,9,M,1889-12-29,,/m/025vrx_,2
Anita Ekberg,9,F,1931-09-29,/m/06mvq,/m/03nk14,2
Noble Johnson,9,M,1881-04-18,/m/0x67,/m/0286sg_,2
Bob Kortman,9,M,1887-12-24,,/m/02x274f,2
Merle Oberon,9,F,1911-02-19,,/m/017tkv,2
Broderick Crawford,9,M,1911-12-09,,/m/01479s,2
Melvyn Douglas,9,M,1901-04-05,/m/041rx,/m/015gy7,2
Anthony Caruso,9,M,1916-04-07,,/m/03qldby,2
Murray Hamilton,9,M,1923-03-24,,/m/06_3vs,2
